"Membership Type","Bike","Checkout Date","Checkout Time","Checkout Kiosk","Return Kiosk","Duration (Minutes)"
"Walk Up","466.0","3/1/2015","13:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","13.0"
"Walk Up","97.0","3/1/2015","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","31.0"
"Founding Member","716.0","3/1/2015","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Barton Springs @ Kinney Ave","4.0"
"Walk Up","919.0","3/1/2015","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","30.0"
"Local365","29.0","3/1/2015","13:12:00","5th & San Marcos","5th & San Marcos","0.0"
"Local365","391.0","3/1/2015","13:12:00","City Hall / Lavaca & 2nd","South Congress & James","10.0"
"Walk Up","102.0","3/1/2015","13:12:00","Pfluger Bridge @ W 2nd Street","Riverside @ S. Lamar","8.0"
"Walk Up","203.0","3/1/2015","14:12:00","Pfluger Bridge @ W 2nd Street","Riverside @ S. Lamar","6.0"
"Local365","161.0","3/1/2015","14:12:00","Long Center @ South 1st & Riverside","4th & Congress","7.0"
"Local365","117.0","3/1/2015","14:12:00","3rd & West","Zilker Park at Barton Springs & William Barton Drive","14.0"
"Local365","588.0","3/1/2015","14:12:00","3rd & West","Zilker Park at Barton Springs & William Barton Drive","14.0"
"Walk Up","195.0","3/1/2015","14:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","1.0"
"Walk Up","203.0","3/1/2015","14:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","1.0"
"Walk Up","102.0","3/1/2015","14:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","0.0"
"Walk Up","102.0","3/1/2015","14:12:00","Pfluger Bridge @ W 2nd Street","ACC - West & 12th","44.0"
"Walk Up","195.0","3/1/2015","14:12:00","Pfluger Bridge @ W 2nd Street","ACC - West & 12th","38.0"
"Walk Up","1000.0","3/1/2015","14:12:00","Pfluger Bridge @ W 2nd Street","ACC - West & 12th","38.0"
"Local365","507.0","3/1/2015","14:12:00","4th & Congress","4th & Congress","1.0"
"Local365","951.0","3/1/2015","14:12:00","5th & Bowie","Bullock Museum @ Congress & MLK","15.0"
"Walk Up","60.0","3/1/2015","15:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","158.0"
"Walk Up","775.0","3/1/2015","15:12:00","ACC - West & 12th","Capitol Station / Congress & 11th","17.0"
"Walk Up","529.0","3/1/2015","15:12:00","ACC - West & 12th","Capitol Station / Congress & 11th","13.0"
"Walk Up","195.0","3/1/2015","15:12:00","ACC - West & 12th","Capitol Station / Congress & 11th","12.0"
"Walk Up","240.0","3/1/2015","15:12:00","Republic Square @ Guadalupe & 4th St.","Bullock Museum @ Congress & MLK","9.0"
"Local365","97.0","3/1/2015","15:12:00","Zilker Park at Barton Springs & William Barton Drive","3rd & West","20.0"
"Local365","432.0","3/1/2015","15:12:00","Zilker Park at Barton Springs & William Barton Drive","3rd & West","20.0"
"Local365","975.0","3/1/2015","15:12:00","Convention Center / 4th St. @ MetroRail","East 6th & Pedernales St.","18.0"
"Local365","800.0","3/1/2015","15:12:00","Convention Center / 4th St. @ MetroRail","East 6th & Pedernales St.","17.0"
"Walk Up","185.0","3/1/2015","15:12:00","5th & Bowie","Zilker Park at Barton Springs & William Barton Drive","27.0"
"Walk Up","452.0","3/1/2015","15:12:00","5th & Bowie","Zilker Park at Barton Springs & William Barton Drive","27.0"
"Walk Up","101.0","3/1/2015","16:12:00","Capitol Station / Congress & 11th","Riverside @ S. Lamar","20.0"
"Walk Up","124.0","3/1/2015","16:12:00","Capitol Station / Congress & 11th","Riverside @ S. Lamar","20.0"
"Walk Up","709.0","3/1/2015","16:12:00","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","0.0"
"Walk Up","195.0","3/1/2015","16:12:00","Capitol Station / Congress & 11th","Riverside @ S. Lamar","19.0"
"Walk Up","79.0","3/1/2015","16:12:00","Palmer Auditorium","Convention Center / 3rd & Trinity","12.0"
"Local365","928.0","3/1/2015","16:12:00","East 11th St. at Victory Grill","Rainey St @ Cummings","18.0"
"Walk Up","110.0","3/1/2015","16:12:00","Zilker Park at Barton Springs & William Barton Drive","Barton Springs & Riverside","21.0"
"Walk Up","885.0","3/1/2015","16:12:00","Zilker Park at Barton Springs & William Barton Drive","Barton Springs & Riverside","20.0"
"Walk Up","185.0","3/1/2015","16:12:00","Zilker Park at Barton Springs & William Barton Drive","5th & Bowie","22.0"
"Walk Up","919.0","3/1/2015","16:12:00","Zilker Park at Barton Springs & William Barton Drive","5th & Bowie","22.0"
"Local365","928.0","3/1/2015","16:12:00","Rainey St @ Cummings","City Hall / Lavaca & 2nd","11.0"
"Walk Up","262.0","3/1/2015","16:12:00","8th & Congress","8th & Congress","19.0"
"Walk Up","266.0","3/1/2015","16:12:00","8th & Congress","8th & Congress","18.0"
"Walk Up","240.0","3/1/2015","17:12:00","Bullock Museum @ Congress & MLK","ACC - West & 12th","8.0"
"Local365","470.0","3/1/2015","17:12:00","Rainey St @ Cummings","City Hall / Lavaca & 2nd","12.0"
"Local365","400.0","3/1/2015","19:12:00","Nueces @ 3rd","8th & Congress","7.0"
"Local365","951.0","3/1/2015","19:12:00","Bullock Museum @ Congress & MLK","5th & Bowie","12.0"
"Walk Up","956.0","3/1/2015","19:12:00","UT West Mall @ Guadalupe","Red River & 8th Street","11.0"
"Walk Up","513.0","3/1/2015","20:12:00","Capitol Station / Congress & 11th","State Capitol @ 14th & Colorado","4.0"
"Walk Up","749.0","3/1/2015","22:12:00","Republic Square @ Guadalupe & 4th St.","Republic Square @ Guadalupe & 4th St.","1.0"
"Walk Up","961.0","3/1/2015","22:12:00","Republic Square @ Guadalupe & 4th St.","Republic Square @ Guadalupe & 4th St.","4.0"
"Walk Up","8.0","3/1/2015","22:12:00","Red River & 8th Street","8th & Congress","4.0"
"Walk Up","850.0","3/1/2015","23:12:00","Convention Center / 4th St. @ MetroRail","South Congress & Academy","12.0"
"Walk Up","248.0","3/2/2015","00:12:00","Guadalupe & 21st","Waller & 6th St.","16.0"
"Walk Up","266.0","3/2/2015","03:12:00","8th & Congress","West & 6th St.","6.0"
"Walk Up","132.0","3/2/2015","06:12:00","West & 6th St.","4th & Congress","4.0"
"Local365","29.0","3/2/2015","07:12:00","5th & San Marcos","5th & San Marcos","1.0"
"Local365","896.0","3/2/2015","07:12:00","5th & San Marcos","South Congress & James","29.0"
"Walk Up","772.0","3/2/2015","07:12:00","State Capitol @ 14th & Colorado","Convention Center / 4th St. @ MetroRail","10.0"
"Local365","223.0","3/2/2015","07:12:00","Long Center @ South 1st & Riverside","4th & Congress","7.0"
"Local365","49.0","3/2/2015","08:12:00","5th & Bowie","8th & Congress","12.0"
"7-Day","201.0","3/2/2015","08:12:00","San Jacinto & 8th Street","Convention Center / 4th St. @ MetroRail","3.0"
"Local30","185.0","3/2/2015","08:12:00","5th & Bowie","4th & Congress","7.0"
"Local365","772.0","3/2/2015","08:12:00","Convention Center / 4th St. @ MetroRail","City Hall / Lavaca & 2nd","6.0"
"Local365","25.0","3/2/2015","08:12:00","Convention Center / 4th St. @ MetroRail","Barton Springs & Riverside","6.0"
"Local365","928.0","3/2/2015","08:12:00","City Hall / Lavaca & 2nd","3rd & West","4.0"
"Local365","387.0","3/2/2015","08:12:00","Waller & 6th St.","Trinity & 6th Street","6.0"
"Local365","421.0","3/2/2015","08:12:00","Waller & 6th St.","Convention Center / 4th St. @ MetroRail","4.0"
"Local365","395.0","3/2/2015","08:12:00","Rainey St @ Cummings","5th & Bowie","13.0"
"Walk Up","885.0","3/2/2015","08:12:00","Barton Springs & Riverside","Barton Springs @ Kinney Ave","29.0"
"Local365","772.0","3/2/2015","09:12:00","City Hall / Lavaca & 2nd","5th & Bowie","4.0"
"Local365","669.0","3/2/2015","09:12:00","State Capitol @ 14th & Colorado","West & 6th St.","6.0"
"Local365","201.0","3/2/2015","09:12:00","Convention Center / 4th St. @ MetroRail","8th & Congress","5.0"
"Local365","928.0","3/2/2015","09:12:00","3rd & West","2nd & Congress","6.0"
"Local365","201.0","3/2/2015","09:12:00","8th & Congress","City Hall / Lavaca & 2nd","5.0"
"Local365","749.0","3/2/2015","09:12:00","Republic Square @ Guadalupe & 4th St.","5th & Bowie","4.0"
"Local30","95.0","3/2/2015","10:12:00","UT West Mall @ Guadalupe","ACC - Rio Grande & 12th","7.0"
"Local365","421.0","3/2/2015","10:12:00","Convention Center / 4th St. @ MetroRail","West & 6th St.","7.0"
"Local365","165.0","3/2/2015","10:12:00","Rainey St @ Cummings","8th & Congress","11.0"
"Local365","175.0","3/2/2015","10:12:00","East 6th at Robert Martinez","8th & Congress","11.0"
"Walk Up","232.0","3/2/2015","10:12:00","East 6th & Pedernales St.","4th & Congress","24.0"
"Walk Up","320.0","3/2/2015","10:12:00","East 6th & Pedernales St.","4th & Congress","23.0"
"Walk Up","984.0","3/2/2015","10:12:00","East 11th St. & San Marcos","Capital Metro HQ - East 5th at Broadway","59.0"
"Walk Up","925.0","3/2/2015","10:12:00","East 11th St. & San Marcos","Capital Metro HQ - East 5th at Broadway","58.0"
"Founding Member","132.0","3/2/2015","11:12:00","4th & Congress","5th & Bowie","6.0"
"Local365","201.0","3/2/2015","12:12:00","City Hall / Lavaca & 2nd","8th & Congress","4.0"
"Walk Up","60.0","3/2/2015","12:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","29.0"
"Walk Up","101.0","3/2/2015","12:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","34.0"
"Walk Up","195.0","3/2/2015","12:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","32.0"
"Walk Up","398.0","3/2/2015","12:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","31.0"
"Local365","772.0","3/2/2015","13:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","1.0"
"Walk Up","875.0","3/2/2015","13:12:00","City Hall / Lavaca & 2nd","Capitol Station / Congress & 11th","14.0"
"Walk Up","203.0","3/2/2015","13:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","3.0"
"Walk Up","660.0","3/2/2015","13:12:00","Pfluger Bridge @ W 2nd Street","Rainey St @ Cummings","12.0"
"Walk Up","203.0","3/2/2015","13:12:00","Pfluger Bridge @ W 2nd Street","Rainey St @ Cummings","11.0"
"Walk Up","203.0","3/2/2015","13:12:00","Rainey St @ Cummings","Riverside @ S. Lamar","22.0"
"Walk Up","660.0","3/2/2015","13:12:00","Rainey St @ Cummings","Riverside @ S. Lamar","22.0"
"Local365","110.0","3/2/2015","13:12:00","Barton Springs & Riverside","City Hall / Lavaca & 2nd","4.0"
"Local365","260.0","3/2/2015","13:12:00","City Hall / Lavaca & 2nd","8th & Congress","5.0"
"Founding Member","863.0","3/2/2015","13:12:00","Davis at Rainey Street","City Hall / Lavaca & 2nd","7.0"
"7-Day","29.0","3/2/2015","14:12:00","5th & San Marcos","5th & San Marcos","1.0"
"7-Day","822.0","3/2/2015","14:12:00","5th & San Marcos","5th & San Marcos","21.0"
"Walk Up","955.0","3/2/2015","14:12:00","State Capitol @ 14th & Colorado","Long Center @ South 1st & Riverside","13.0"
"Local30","439.0","3/2/2015","14:12:00","UT West Mall @ Guadalupe","ACC - Rio Grande & 12th","10.0"
"Walk Up","385.0","3/2/2015","14:12:00","Convention Center / 4th St. @ MetroRail","5th & Bowie","11.0"
"Walk Up","529.0","3/2/2015","14:12:00","Capitol Station / Congress & 11th","Barton Springs & Riverside","11.0"
"Local365","370.0","3/2/2015","14:12:00","8th & Congress","City Hall / Lavaca & 2nd","4.0"
"Walk Up","775.0","3/2/2015","14:12:00","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","1.0"
"Walk Up","875.0","3/2/2015","14:12:00","Capitol Station / Congress & 11th","4th & Congress","14.0"
"Walk Up","775.0","3/2/2015","14:12:00","Capitol Station / Congress & 11th","4th & Congress","13.0"
"Local365","235.0","3/2/2015","14:12:00","Rainey St @ Cummings","San Jacinto & 8th Street","8.0"
"Local365","412.0","3/2/2015","14:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","10.0"
"Founding Member","863.0","3/2/2015","14:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","9.0"
"Walk Up","709.0","3/2/2015","15:12:00","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","1.0"
"Walk Up","589.0","3/2/2015","15:12:00","Capitol Station / Congress & 11th","City Hall / Lavaca & 2nd","33.0"
"Local365","49.0","3/2/2015","15:12:00","8th & Congress","Convention Center / 4th St. @ MetroRail","3.0"
"Walk Up","175.0","3/2/2015","15:12:00","UT West Mall @ Guadalupe","Guadalupe & 21st","36.0"
"Walk Up","232.0","3/2/2015","15:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","30.0"
"Local365","101.0","3/2/2015","15:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","0.0"
"Walk Up","772.0","3/2/2015","15:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","29.0"
"Walk Up","429.0","3/2/2015","15:12:00","5th & Bowie","8th & Congress","9.0"
"Local365","961.0","3/2/2015","15:12:00","Republic Square @ Guadalupe & 4th St.","5th & Bowie","4.0"
"Walk Up","965.0","3/2/2015","16:12:00","City Hall / Lavaca & 2nd","Red River & 8th Street","19.0"
"Walk Up","332.0","3/2/2015","16:12:00","City Hall / Lavaca & 2nd","Red River & 8th Street","19.0"
"Local365","966.0","3/2/2015","16:12:00","17th & Guadalupe","Barton Springs & Riverside","12.0"
"Local365","866.0","3/2/2015","16:12:00","5th & San Marcos","Red River & 8th Street","5.0"
"Local365","223.0","3/2/2015","16:12:00","4th & Congress","Long Center @ South 1st & Riverside","5.0"
"Walk Up","660.0","3/2/2015","16:12:00","Capitol Station / Congress & 11th","West & 6th St.","12.0"
"Walk Up","203.0","3/2/2015","16:12:00","Capitol Station / Congress & 11th","West & 6th St.","11.0"
"Local365","8.0","3/2/2015","16:12:00","8th & Congress","City Hall / Lavaca & 2nd","7.0"
"Local365","473.0","3/2/2015","16:12:00","8th & Congress","City Hall / Lavaca & 2nd","7.0"
"Local365","866.0","3/2/2015","16:12:00","Red River & 8th Street","State Capitol Visitors Garage @ San Jacinto & 12th","3.0"
"Local365","429.0","3/2/2015","16:12:00","8th & Congress","Convention Center / 4th St. @ MetroRail","4.0"
"Local365","25.0","3/2/2015","16:12:00","Barton Springs & Riverside","Barton Springs & Riverside","1.0"
"Local365","25.0","3/2/2015","16:12:00","Barton Springs & Riverside","Convention Center / 4th St. @ MetroRail","7.0"
"Local365","177.0","3/2/2015","16:12:00","3rd & West","City Hall / Lavaca & 2nd","4.0"
"Walk Up","142.0","3/2/2015","16:12:00","Waller & 6th St.","Trinity & 6th Street","10.0"
"Walk Up","957.0","3/2/2015","16:12:00","Waller & 6th St.","Trinity & 6th Street","10.0"
"Local365","326.0","3/2/2015","16:12:00","East 6th & Pedernales St.","East 6th & Pedernales St.","29.0"
"Local365","774.0","3/2/2015","16:12:00","San Jacinto & 8th Street","Convention Center / 4th St. @ MetroRail","3.0"
"Local365","223.0","3/2/2015","17:12:00","Long Center @ South 1st & Riverside","Pfluger Bridge @ W 2nd Street","6.0"
"Local365","774.0","3/2/2015","17:12:00","Convention Center / 4th St. @ MetroRail","5th & San Marcos","6.0"
"Local365","49.0","3/2/2015","17:12:00","Convention Center / 4th St. @ MetroRail","5th & San Marcos","5.0"
"Local365","919.0","3/2/2015","17:12:00","5th & Bowie","Rainey St @ Cummings","12.0"
"Walk Up","885.0","3/2/2015","17:12:00","Capitol Station / Congress & 11th","Convention Center / 4th St. @ MetroRail","10.0"
"Local365","961.0","3/2/2015","17:12:00","5th & Bowie","Republic Square @ Guadalupe & 4th St.","4.0"
"Local365","86.0","3/2/2015","17:12:00","Convention Center / 3rd & Trinity","5th & Bowie","8.0"
"Local365","8.0","3/2/2015","17:12:00","City Hall / Lavaca & 2nd","Convention Center / 4th St. @ MetroRail","4.0"
"Local365","928.0","3/2/2015","17:12:00","2nd & Congress","Pfluger Bridge @ W 2nd Street","5.0"
"7-Day","348.0","3/2/2015","17:12:00","Plaza Saltillo","West & 6th St.","17.0"
"Local365","329.0","3/2/2015","17:12:00","Palmer Auditorium","Palmer Auditorium","1.0"
"Local365","263.0","3/2/2015","17:12:00","2nd & Congress","3rd & West","6.0"
"Local365","235.0","3/2/2015","18:12:00","San Jacinto & 8th Street","5th & Bowie","14.0"
"Local365","963.0","3/2/2015","18:12:00","5th & Bowie","Convention Center / 4th St. @ MetroRail","9.0"
"Walk Up","885.0","3/2/2015","18:12:00","Convention Center / 4th St. @ MetroRail","State Capitol @ 14th & Colorado","22.0"
"Walk Up","660.0","3/2/2015","18:12:00","West & 6th St.","8th & Congress","8.0"
"Local365","348.0","3/2/2015","18:12:00","West & 6th St.","Convention Center / 4th St. @ MetroRail","7.0"
"Local365","429.0","3/2/2015","18:12:00","Convention Center / 4th St. @ MetroRail","East 6th & Pedernales St.","16.0"
"Local365","165.0","3/2/2015","18:12:00","8th & Congress","Waller & 6th St.","7.0"
"Local365","924.0","3/2/2015","18:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","8.0"
"Local365","933.0","3/2/2015","18:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","8.0"
"7-Day","203.0","3/2/2015","18:12:00","West & 6th St.","Plaza Saltillo","19.0"
"Walk Up","260.0","3/2/2015","18:12:00","8th & Congress","Palmer Auditorium","16.0"
"Walk Up","544.0","3/2/2015","18:12:00","Trinity & 6th Street","State Capitol Visitors Garage @ San Jacinto & 12th","4.0"
"Local365","775.0","3/2/2015","18:12:00","4th & Congress","Plaza Saltillo","9.0"
"Local365","395.0","3/2/2015","18:12:00","5th & Bowie","City Hall / Lavaca & 2nd","5.0"
"Walk Up","709.0","3/2/2015","19:12:00","Capitol Station / Congress & 11th","East 11th St. & San Marcos","8.0"
"Walk Up","716.0","3/2/2015","19:12:00","Capitol Station / Congress & 11th","East 11th St. & San Marcos","7.0"
"Local365","263.0","3/2/2015","19:12:00","3rd & West","City Hall / Lavaca & 2nd","4.0"
"Walk Up","153.0","3/2/2015","20:12:00","East 11th St. at Victory Grill","Plaza Saltillo","17.0"
"Walk Up","397.0","3/2/2015","20:12:00","East 11th St. at Victory Grill","Plaza Saltillo","16.0"
"Local365","955.0","3/2/2015","20:12:00","Long Center @ South 1st & Riverside","4th & Congress","6.0"
"Walk Up","963.0","3/2/2015","20:12:00","Convention Center / 4th St. @ MetroRail","Convention Center / 4th St. @ MetroRail","66.0"
"7-Day","158.0","3/2/2015","21:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Long Center @ South 1st & Riverside","11.0"
"7-Day","435.0","3/2/2015","21:12:00","Long Center @ South 1st & Riverside","Riverside @ S. Lamar","16.0"
"Walk Up","153.0","3/2/2015","21:12:00","Plaza Saltillo","East 6th & Pedernales St.","7.0"
"Walk Up","397.0","3/2/2015","21:12:00","Plaza Saltillo","East 6th & Pedernales St.","7.0"
"7-Day","185.0","3/2/2015","21:12:00","Riverside @ S. Lamar","State Capitol Visitors Garage @ San Jacinto & 12th","16.0"
"Local30","955.0","3/2/2015","23:12:00","4th & Congress","5th & Bowie","4.0"
"Walk Up","468.0","3/2/2015","23:12:00","Convention Center / 3rd & Trinity","State Capitol @ 14th & Colorado","10.0"
"Walk Up","468.0","3/3/2015","07:12:00","State Capitol @ 14th & Colorado","Convention Center / 4th St. @ MetroRail","10.0"
"Local365","348.0","3/3/2015","07:12:00","Convention Center / 4th St. @ MetroRail","South Congress & James","9.0"
"Local365","54.0","3/3/2015","07:12:00","Long Center @ South 1st & Riverside","4th & Congress","5.0"
"7-Day","78.0","3/3/2015","08:12:00","Plaza Saltillo","Convention Center / 4th St. @ MetroRail","6.0"
"Local365","955.0","3/3/2015","08:12:00","5th & Bowie","8th & Congress","10.0"
"7-Day","54.0","3/3/2015","08:12:00","4th & Congress","Convention Center / 3rd & Trinity","4.0"
"Local365","78.0","3/3/2015","08:12:00","Convention Center / 4th St. @ MetroRail","City Hall / Lavaca & 2nd","5.0"
"Local365","25.0","3/3/2015","08:12:00","Convention Center / 4th St. @ MetroRail","Barton Springs & Riverside","7.0"
"Local365","86.0","3/3/2015","08:12:00","5th & Bowie","4th & Congress","6.0"
"Walk Up","503.0","3/3/2015","08:12:00","Capitol Station / Congress & 11th","Convention Center / 4th St. @ MetroRail","9.0"
"Local365","165.0","3/3/2015","08:12:00","Waller & 6th St.","Trinity & 6th Street","5.0"
"7-Day","86.0","3/3/2015","08:12:00","4th & Congress","Convention Center / 3rd & Trinity","4.0"
"Local365","919.0","3/3/2015","08:12:00","Rainey St @ Cummings","5th & Bowie","12.0"
"Local365","40.0","3/3/2015","09:12:00","Waller & 6th St.","Convention Center / 4th St. @ MetroRail","5.0"
"Local365","78.0","3/3/2015","09:12:00","City Hall / Lavaca & 2nd","3rd & West","2.0"
"Local365","961.0","3/3/2015","09:12:00","Republic Square @ Guadalupe & 4th St.","5th & Bowie","5.0"
"Local365","503.0","3/3/2015","09:12:00","Convention Center / 4th St. @ MetroRail","8th & Congress","5.0"
"Local365","593.0","3/3/2015","09:12:00","East 6th at Robert Martinez","8th & Congress","14.0"
"Local365","805.0","3/3/2015","09:12:00","East 6th at Robert Martinez","8th & Congress","14.0"
"Walk Up","40.0","3/3/2015","09:12:00","Convention Center / 4th St. @ MetroRail","Convention Center / 4th St. @ MetroRail","29.0"
