"Membership Type","Bike","Checkout Date","Checkout Time","Checkout Kiosk","Return Kiosk","Duration (Minutes)"
"Local365","142.0","7/1/2015","08:12:00","5th & Bowie","2nd & Congress","7.0"
"Weekender","169.0","7/1/2015","09:12:00","Rainey St @ Cummings","Convention Center / 3rd & Trinity","4.0"
"Local365","64.0","7/1/2015","09:12:00","Convention Center / 4th St. @ MetroRail","3rd & West","7.0"
"Local30","938.0","7/1/2015","09:12:00","Convention Center / 4th St. @ MetroRail","ACC - Rio Grande & 12th","12.0"
"Founding Member","999.0","7/1/2015","09:12:00","4th & Congress","8th & Congress","3.0"
"Local365","164.0","7/1/2015","09:12:00","Plaza Saltillo","Convention Center / 4th St. @ MetroRail","5.0"
"Local365","513.0","7/1/2015","09:12:00","East 6th at Robert Martinez","City Hall / Lavaca & 2nd","13.0"
"Walk Up","203.0","7/1/2015","09:12:00","UT West Mall @ Guadalupe","City Hall / Lavaca & 2nd","12.0"
"Walk Up","262.0","7/1/2015","09:12:00","UT West Mall @ Guadalupe","City Hall / Lavaca & 2nd","11.0"
"Local30","58.0","7/1/2015","09:12:00","Barton Springs @ Kinney Ave","Convention Center / 3rd & Trinity","14.0"
"Local365","558.0","7/1/2015","09:12:00","City Hall / Lavaca & 2nd","3rd & West","5.0"
"Local365","800.0","7/1/2015","09:12:00","3rd & West","2nd & Congress","6.0"
"Local365","483.0","7/1/2015","09:12:00","Plaza Saltillo","5th & San Marcos","4.0"
"Walk Up","975.0","7/1/2015","09:12:00","City Hall / Lavaca & 2nd","Palmer Auditorium","9.0"
"Walk Up","165.0","7/1/2015","09:12:00","City Hall / Lavaca & 2nd","Palmer Auditorium","8.0"
"Walk Up","198BB","7/1/2015","09:12:00","8th & Congress","Guadalupe & 21st","21.0"
"Local30","709.0","7/1/2015","09:12:00","Barton Springs @ Kinney Ave","Convention Center / 3rd & Trinity","20.0"
"Local30","260.0","7/1/2015","09:12:00","Barton Springs @ Kinney Ave","Convention Center / 3rd & Trinity","20.0"
"Local365","461.0","7/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","4th & Congress","7.0"
"Local30","348.0","7/1/2015","09:12:00","Palmer Auditorium","South Congress & James","9.0"
"Local365","370.0","7/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","City Hall / Lavaca & 2nd","5.0"
"Local365","861.0","7/1/2015","09:12:00","Rainey St @ Cummings","City Hall / Lavaca & 2nd","8.0"
"Local30","957.0","7/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","Nueces @ 3rd","3.0"
"Local365","283.0","7/1/2015","10:12:00","Rainey St @ Cummings","San Jacinto & 8th Street","9.0"
"Local30","236.0","7/1/2015","10:12:00","5th & Bowie","Pfluger Bridge @ W 2nd Street","2.0"
"Local365","747.0","7/1/2015","10:12:00","Rainey @ River St","Republic Square @ Guadalupe & 4th St.","9.0"
"Local365","176.0","7/1/2015","10:12:00","17th & Guadalupe","City Hall / Lavaca & 2nd","6.0"
"Local365","655.0","7/1/2015","10:12:00","Rainey St @ Cummings","City Hall / Lavaca & 2nd","8.0"
"Local365","228.0","7/1/2015","10:12:00","Barton Springs @ Kinney Ave","Nueces @ 3rd","5.0"
"Walk Up","135.0","7/1/2015","10:12:00","Palmer Auditorium","City Hall / Lavaca & 2nd","16.0"
"Walk Up","165.0","7/1/2015","10:12:00","Palmer Auditorium","City Hall / Lavaca & 2nd","16.0"
"Local365","370.0","7/1/2015","10:12:00","City Hall / Lavaca & 2nd","Long Center @ South 1st & Riverside","4.0"
"Weekender","191.0","7/1/2015","10:12:00","Pfluger Bridge @ W 2nd Street","South Congress & Elizabeth","16.0"
"Weekender","272.0","7/1/2015","10:12:00","Pfluger Bridge @ W 2nd Street","South Congress & Elizabeth","16.0"
"Local30","183.0","7/1/2015","10:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","22.0"
"Local30","236.0","7/1/2015","10:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","22.0"
"Local30","765.0","7/1/2015","10:12:00","South Congress & Elizabeth","2nd & Congress","5.0"
"Walk Up","142.0","7/1/2015","10:12:00","2nd & Congress","South Congress & Academy","7.0"
"Local365","281.0","7/1/2015","10:12:00","Toomey Rd @ South Lamar","Republic Square @ Guadalupe & 4th St.","12.0"
"Local365","298.0","7/1/2015","11:12:00","Rainey St @ Cummings","West & 6th St.","11.0"
"Local365","690.0","7/1/2015","11:12:00","Convention Center / 4th St. @ MetroRail","West & 6th St.","7.0"
"Local365","281.0","7/1/2015","11:12:00","Republic Square @ Guadalupe & 4th St.","17th & Guadalupe","10.0"
"Local365","27.0","7/1/2015","11:12:00","Capitol Station / Congress & 11th","ACC - West & 12th","7.0"
"Local30","864.0","7/1/2015","11:12:00","Convention Center / 4th St. @ MetroRail","South Congress & Elizabeth","56.0"
"Local365","52.0","7/1/2015","11:12:00","Bullock Museum @ Congress & MLK","Nueces @ 3rd","9.0"
"Walk Up","464.0","7/1/2015","11:12:00","5th & Bowie","5th & Bowie","66.0"
"Walk Up","347.0","7/1/2015","11:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","76.0"
"Walk Up","874.0","7/1/2015","11:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","75.0"
"Walk Up","219.0","7/1/2015","11:12:00","Waller & 6th St.","East 11th St. & San Marcos","4.0"
"Local365","177.0","7/1/2015","11:12:00","Trinity & 6th Street","Trinity & 6th Street","32.0"
"Walk Up","655.0","7/1/2015","11:12:00","City Hall / Lavaca & 2nd","Long Center @ South 1st & Riverside","5.0"
"Walk Up","861.0","7/1/2015","11:12:00","City Hall / Lavaca & 2nd","Long Center @ South 1st & Riverside","5.0"
"Walk Up","263.0","7/1/2015","11:12:00","Barton Springs Pool","Pfluger Bridge @ W 2nd Street","34.0"
"Walk Up","213.0","7/1/2015","11:12:00","Barton Springs Pool","Pfluger Bridge @ W 2nd Street","33.0"
"Walk Up","411.0","7/1/2015","11:12:00","Barton Springs Pool","Pfluger Bridge @ W 2nd Street","31.0"
"Local365","52.0","7/1/2015","11:12:00","Nueces @ 3rd","Pfluger Bridge @ W 2nd Street","3.0"
"Walk Up","975.0","7/1/2015","11:12:00","Palmer Auditorium","Palmer Auditorium","29.0"
"Walk Up","241.0","7/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","38.0"
"Walk Up","407.0","7/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","37.0"
"Walk Up","981.0","7/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","37.0"
"Walk Up","22.0","7/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","36.0"
"Local365","925.0","7/1/2015","11:12:00","Capital Metro HQ - East 5th at Broadway","Capital Metro HQ - East 5th at Broadway","7.0"
"Walk Up","209.0","7/1/2015","11:12:00","South Congress & Academy","4th & Congress","25.0"
"Local30","367.0","7/1/2015","11:12:00","5th & Bowie","Capitol Station / Congress & 11th","13.0"
"Local365","869.0","7/1/2015","12:12:00","City Hall / Lavaca & 2nd","2nd & Congress","3.0"
"Local30","864.0","7/1/2015","12:12:00","South Congress & Elizabeth","Convention Center / 3rd & Trinity","10.0"
"Walk Up","54.0","7/1/2015","12:12:00","Convention Center / 3rd & Trinity","Capitol Station / Congress & 11th","14.0"
"Walk Up","263.0","7/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Riverside @ S. Lamar","30.0"
"Walk Up","213.0","7/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Riverside @ S. Lamar","30.0"
"Walk Up","411.0","7/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Riverside @ S. Lamar","30.0"
"Local30","236.0","7/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","2nd & Congress","8.0"
"Local365","999.0","7/1/2015","12:12:00","8th & Congress","5th & Bowie","6.0"
"Walk Up","461.0","7/1/2015","12:12:00","4th & Congress","Zilker Park at Barton Springs & William Barton Drive","20.0"
"Walk Up","25.0","7/1/2015","12:12:00","4th & Congress","Zilker Park at Barton Springs & William Barton Drive","19.0"
"Local365","993.0","7/1/2015","12:12:00","ACC - Rio Grande & 12th","City Hall / Lavaca & 2nd","7.0"
"Walk Up","544.0","7/1/2015","12:12:00","4th & Congress","Zilker Park at Barton Springs & William Barton Drive","18.0"
"Annual Member (Houston B-cycle)","937.0","7/1/2015","12:12:00","Capital Metro HQ - East 5th at Broadway","East 6th & Pedernales St.","3.0"
"Local365","610.0","7/1/2015","12:12:00","Capital Metro HQ - East 5th at Broadway","Capital Metro HQ - East 5th at Broadway","24.0"
"Local365","993.0","7/1/2015","12:12:00","City Hall / Lavaca & 2nd","West & 6th St.","4.0"
"Local30","169.0","7/1/2015","12:12:00","Convention Center / 3rd & Trinity","Barton Springs @ Kinney Ave","22.0"
"Local30","260.0","7/1/2015","12:12:00","Convention Center / 3rd & Trinity","Barton Springs @ Kinney Ave","22.0"
"Explorer","709.0","7/1/2015","12:12:00","Convention Center / 3rd & Trinity","Barton Springs @ Kinney Ave","21.0"
"Walk Up","473.0","7/1/2015","12:12:00","West & 6th St.","South Congress & James","20.0"
"Walk Up","588.0","7/1/2015","12:12:00","Convention Center / 3rd & Trinity","Barton Springs @ Kinney Ave","21.0"
"Walk Up","213.0","7/1/2015","12:12:00","Riverside @ S. Lamar","Barton Springs @ Kinney Ave","17.0"
"Walk Up","263.0","7/1/2015","12:12:00","Riverside @ S. Lamar","Barton Springs @ Kinney Ave","17.0"
"Walk Up","411.0","7/1/2015","12:12:00","Riverside @ S. Lamar","Barton Springs @ Kinney Ave","17.0"
"Walk Up","529.0","7/1/2015","12:12:00","Toomey Rd @ South Lamar","2nd & Congress","16.0"
"Local30","551.0","7/1/2015","12:12:00","ACC - Rio Grande & 12th","Convention Center / 4th St. @ MetroRail","11.0"
"Walk Up","625.0","7/1/2015","12:12:00","Toomey Rd @ South Lamar","2nd & Congress","15.0"
"Walk Up","178.0","7/1/2015","12:12:00","Long Center @ South 1st & Riverside","City Hall / Lavaca & 2nd","6.0"
"Walk Up","182.0","7/1/2015","12:12:00","Long Center @ South 1st & Riverside","City Hall / Lavaca & 2nd","5.0"
"Local365","206.0","7/1/2015","12:12:00","5th & Bowie","8th & Congress","11.0"
"Walk Up","369.0","7/1/2015","13:12:00","4th & Congress","4th & Congress","81.0"
"Local365","843.0","7/1/2015","13:12:00","Barton Springs & Riverside","2nd & Congress","6.0"
"Local365","470.0","7/1/2015","13:12:00","Pfluger Bridge @ W 2nd Street","3rd & West","3.0"
"Walk Up","236.0","7/1/2015","13:12:00","2nd & Congress","South Congress & Elizabeth","83.0"
"Walk Up","895.0","7/1/2015","13:12:00","4th & Congress","Barton Springs & Riverside","13.0"
"Walk Up","207.0","7/1/2015","13:12:00","2nd & Congress","Rainey St @ Cummings","24.0"
"Walk Up","650.0","7/1/2015","13:12:00","2nd & Congress","Rainey St @ Cummings","24.0"
"Walk Up","221.0","7/1/2015","13:12:00","2nd & Congress","South Congress & James","25.0"
"Walk Up","555.0","7/1/2015","13:12:00","2nd & Congress","South Congress & Academy","29.0"
"Founding Member","765.0","7/1/2015","13:12:00","2nd & Congress","8th & Congress","5.0"
"Local365","999.0","7/1/2015","13:12:00","5th & Bowie","4th & Congress","8.0"
"Local365","193.0","7/1/2015","13:12:00","Shop","Main Office","1.0"
"Annual (Denver B-cycle)","843.0","7/1/2015","13:12:00","2nd & Congress","Convention Center / 4th St. @ MetroRail","4.0"
"Local365","869.0","7/1/2015","13:12:00","2nd & Congress","City Hall / Lavaca & 2nd","2.0"
"Walk Up","178.0","7/1/2015","13:12:00","City Hall / Lavaca & 2nd","Guadalupe & 21st","18.0"
"Walk Up","182.0","7/1/2015","13:12:00","City Hall / Lavaca & 2nd","Guadalupe & 21st","17.0"
"Local30","529.0","7/1/2015","13:12:00","2nd & Congress","Pfluger Bridge @ W 2nd Street","6.0"
"Walk Up","207.0","7/1/2015","13:12:00","Rainey St @ Cummings","Davis at Rainey Street","4.0"
"Walk Up","650.0","7/1/2015","13:12:00","Rainey St @ Cummings","Davis at Rainey Street","4.0"
"Walk Up","874.0","7/1/2015","13:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","0.0"
"Walk Up","347.0","7/1/2015","13:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","85.0"
"Walk Up","301.0","7/1/2015","13:12:00","Capitol Station / Congress & 11th","2nd & Congress","9.0"
"Walk Up","829.0","7/1/2015","13:12:00","Capitol Station / Congress & 11th","2nd & Congress","9.0"
"Walk Up","998.0","7/1/2015","13:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","82.0"
"Local365","963.0","7/1/2015","13:12:00","City Hall / Lavaca & 2nd","17th & Guadalupe","9.0"
"Local30","124.0","7/1/2015","14:12:00","3rd & West","Barton Springs & Riverside","9.0"
"Walk Up","301.0","7/1/2015","14:12:00","2nd & Congress","Long Center @ South 1st & Riverside","36.0"
"Local30","540.0","7/1/2015","14:12:00","Convention Center / 3rd & Trinity","Barton Springs @ Kinney Ave","22.0"
"Local365","283.0","7/1/2015","14:12:00","San Jacinto & 8th Street","Rainey @ River St","7.0"
"Explorer","709.0","7/1/2015","14:12:00","Barton Springs @ Kinney Ave","Convention Center / 3rd & Trinity","24.0"
"Walk Up","588.0","7/1/2015","14:12:00","Barton Springs @ Kinney Ave","Convention Center / 3rd & Trinity","23.0"
"Walk Up","242.0","7/1/2015","14:12:00","Riverside @ S. Lamar","Trinity & 6th Street","75.0"
"Walk Up","874.0","7/1/2015","14:12:00","Riverside @ S. Lamar","Trinity & 6th Street","74.0"
"Annual (Denver B-cycle)","483.0","7/1/2015","14:12:00","5th & San Marcos","San Jacinto & 8th Street","7.0"
"Walk Up","829.0","7/1/2015","14:12:00","2nd & Congress","2nd & Congress","29.0"
"Walk Up","344.0","7/1/2015","14:12:00","2nd & Congress","2nd & Congress","29.0"
"Walk Up","625.0","7/1/2015","14:12:00","2nd & Congress","2nd & Congress","29.0"
"Local365","765.0","7/1/2015","14:12:00","8th & Congress","Rainey St @ Cummings","11.0"
"Walk Up","509.0","7/1/2015","14:12:00","Davis at Rainey Street","Trinity & 6th Street","10.0"
"Walk Up","24.0","7/1/2015","14:12:00","Davis at Rainey Street","Trinity & 6th Street","9.0"
"Walk Up","28.0","7/1/2015","14:12:00","Barton Springs & Riverside","Barton Springs @ Kinney Ave","8.0"
"Walk Up","301.0","7/1/2015","14:12:00","Long Center @ South 1st & Riverside","Barton Springs & Riverside","3.0"
"Local365","690.0","7/1/2015","14:12:00","West & 6th St.","West & 6th St.","12.0"
"Walk Up","107.0","7/1/2015","14:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Riverside @ S. Lamar","21.0"
"Walk Up","862.0","7/1/2015","14:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Riverside @ S. Lamar","20.0"
"Local30","220.0","7/1/2015","14:12:00","East 11th St. & San Marcos","4th & Congress","7.0"
"Walk Up","40.0","7/1/2015","14:12:00","South Congress & James","2nd & Congress","11.0"
"Walk Up","158.0","7/1/2015","14:12:00","South Congress & James","2nd & Congress","11.0"
"Local30","396.0","7/1/2015","14:12:00","2nd & Congress","Rainey St @ Cummings","8.0"
"Local30","955.0","7/1/2015","15:12:00","8th & Congress","East 11th St. & San Marcos","6.0"
"Walk Up","191.0","7/1/2015","15:12:00","Riverside @ S. Lamar","4th & Congress","31.0"
"Walk Up","862.0","7/1/2015","15:12:00","Riverside @ S. Lamar","4th & Congress","30.0"
"Walk Up","999.0","7/1/2015","15:12:00","4th & Congress","Trinity & 6th Street","30.0"
"Walk Up","503.0","7/1/2015","15:12:00","4th & Congress","Trinity & 6th Street","28.0"
"Local365","142.0","7/1/2015","15:12:00","South Congress & Academy","Riverside @ S. Lamar","14.0"
"Local365","190.0","7/1/2015","15:12:00","ACC - Rio Grande & 12th","Convention Center / 4th St. @ MetroRail","11.0"
"Local365","135.0","7/1/2015","15:12:00","City Hall / Lavaca & 2nd","3rd & West","4.0"
"Founding Member","446.0","7/1/2015","15:12:00","Convention Center / 4th St. @ MetroRail","Plaza Saltillo","5.0"
"Local365","142.0","7/1/2015","15:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","12.0"
"Walk Up","40.0","7/1/2015","15:12:00","2nd & Congress","5th & Bowie","11.0"
"Walk Up","158.0","7/1/2015","15:12:00","2nd & Congress","5th & Bowie","11.0"
"Local365","875.0","7/1/2015","15:12:00","Rainey @ River St","2nd & Congress","6.0"
"Local365","451.0","7/1/2015","15:12:00","Rainey St @ Cummings","2nd & Congress","8.0"
"Walk Up","191.0","7/1/2015","15:12:00","4th & Congress","Plaza Saltillo","11.0"
"Walk Up","862.0","7/1/2015","15:12:00","4th & Congress","Plaza Saltillo","11.0"
"Local30","765.0","7/1/2015","15:12:00","Rainey St @ Cummings","Rainey St @ Cummings","35.0"
"Local30","930.0","7/1/2015","15:12:00","Bullock Museum @ Congress & MLK","Nueces @ 3rd","9.0"
"Local365","165.0","7/1/2015","15:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","7.0"
"Local30","396.0","7/1/2015","15:12:00","Rainey St @ Cummings","Rainey St @ Cummings","35.0"
"Walk Up","980.0","7/1/2015","15:12:00","Davis at Rainey Street","Rainey St @ Cummings","2.0"
"Walk Up","874.0","7/1/2015","15:12:00","Trinity & 6th Street","4th & Congress","10.0"
"Walk Up","958.0","7/1/2015","15:12:00","Trinity & 6th Street","Trinity & 6th Street","1.0"
"Walk Up","349.0","7/1/2015","15:12:00","Guadalupe & 21st","Zilker Park at Barton Springs & William Barton Drive","33.0"
"Walk Up","958.0","7/1/2015","15:12:00","Trinity & 6th Street","4th & Congress","9.0"
"Walk Up","347.0","7/1/2015","15:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","125.0"
"Walk Up","429.0","7/1/2015","15:12:00","South Congress & Elizabeth","Trinity & 6th Street","15.0"
"Local30","169.0","7/1/2015","15:12:00","Barton Springs @ Kinney Ave","Barton Springs Pool","21.0"
"Walk Up","980.0","7/1/2015","15:12:00","Rainey St @ Cummings","Rainey St @ Cummings","26.0"
"Walk Up","165.0","7/1/2015","15:12:00","Rainey St @ Cummings","Rainey St @ Cummings","24.0"
"Local30","511.0","7/1/2015","15:12:00","Barton Springs @ Kinney Ave","Barton Springs Pool","21.0"
"Walk Up","575.0","7/1/2015","15:12:00","Barton Springs @ Kinney Ave","Barton Springs Pool","19.0"
"Walk Up","862.0","7/1/2015","15:12:00","Plaza Saltillo","State Capitol Visitors Garage @ San Jacinto & 12th","20.0"
"Walk Up","191.0","7/1/2015","15:12:00","Plaza Saltillo","State Capitol Visitors Garage @ San Jacinto & 12th","19.0"
"Walk Up","540.0","7/1/2015","15:12:00","Barton Springs @ Kinney Ave","Barton Springs Pool","16.0"
"Walk Up","107.0","7/1/2015","15:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","115.0"
"Local365","80.0","7/1/2015","15:12:00","Rainey St @ Cummings","City Hall / Lavaca & 2nd","8.0"
"Local365","875.0","7/1/2015","15:12:00","2nd & Congress","City Hall / Lavaca & 2nd","2.0"
"Walk Up","548.0","7/1/2015","16:12:00","Bullock Museum @ Congress & MLK","Bullock Museum @ Congress & MLK","20.0"
"Walk Up","320.0","7/1/2015","16:12:00","Bullock Museum @ Congress & MLK","Bullock Museum @ Congress & MLK","19.0"
"Local365","142.0","7/1/2015","16:12:00","Zilker Park at Barton Springs & William Barton Drive","Riverside @ S. Lamar","7.0"
"Local30","706.0","7/1/2015","16:12:00","Republic Square @ Guadalupe & 4th St.","Trinity & 6th Street","24.0"
"Local365","142.0","7/1/2015","16:12:00","Riverside @ S. Lamar","Barton Springs & Riverside","7.0"
"Walk Up","176.0","7/1/2015","16:12:00","2nd & Congress","Capitol Station / Congress & 11th","21.0"
"Walk Up","735.0","7/1/2015","16:12:00","2nd & Congress","Capitol Station / Congress & 11th","21.0"
"Walk Up","452.0","7/1/2015","16:12:00","Convention Center / 3rd & Trinity","South Congress & Academy","17.0"
"Walk Up","588.0","7/1/2015","16:12:00","Convention Center / 3rd & Trinity","South Congress & Academy","16.0"
"Local365","360.0","7/1/2015","16:12:00","4th & Congress","5th & Bowie","6.0"
"Local365","327.0","7/1/2015","16:12:00","Riverside @ S. Lamar","3rd & West","4.0"
"Local365","410.0","7/1/2015","16:12:00","5th & Bowie","Rainey St @ Cummings","14.0"
"Walk Up","396.0","7/1/2015","16:12:00","Rainey St @ Cummings","Rainey St @ Cummings","42.0"
"Founding Member","176.0","7/1/2015","16:12:00","Capitol Station / Congress & 11th","Nueces @ 3rd","6.0"
"Walk Up","367.0","7/1/2015","17:12:00","Capitol Station / Congress & 11th","State Capitol Visitors Garage @ San Jacinto & 12th","47.0"
"Walk Up","75.0","7/1/2015","17:12:00","Capitol Station / Congress & 11th","State Capitol Visitors Garage @ San Jacinto & 12th","46.0"
"Walk Up","202.0","7/1/2015","17:12:00","Barton Springs @ Kinney Ave","Trinity & 6th Street","24.0"
"Local365","230.0","7/1/2015","17:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","7.0"
"Local365","664.0","7/1/2015","17:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","7.0"
"Local365","135.0","7/1/2015","17:12:00","3rd & West","Rainey St @ Cummings","10.0"
"Walk Up","134.0","7/1/2015","17:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Bullock Museum @ Congress & MLK","11.0"
"Walk Up","412.0","7/1/2015","17:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Bullock Museum @ Congress & MLK","12.0"
"Walk Up","169.0","7/1/2015","17:12:00","Barton Springs Pool","Riverside @ S. Lamar","16.0"
"Local30","575.0","7/1/2015","17:12:00","Barton Springs Pool","Riverside @ S. Lamar","16.0"
"Local30","260.0","7/1/2015","17:12:00","Barton Springs Pool","Riverside @ S. Lamar","15.0"
"Walk Up","263.0","7/1/2015","17:12:00","Barton Springs Pool","Riverside @ S. Lamar","15.0"
"Local30","874.0","7/1/2015","17:12:00","4th & Congress","UT West Mall @ Guadalupe","11.0"
"Local365","470.0","7/1/2015","17:12:00","3rd & West","Convention Center / 4th St. @ MetroRail","9.0"
"Walk Up","165.0","7/1/2015","17:12:00","Rainey St @ Cummings","2nd & Congress","10.0"
"Local30","551.0","7/1/2015","17:12:00","Convention Center / 4th St. @ MetroRail","3rd & West","10.0"
"Walk Up","664.0","7/1/2015","17:12:00","Rainey St @ Cummings","Davis at Rainey Street","3.0"
"Founding Member","164.0","7/1/2015","17:12:00","Convention Center / 4th St. @ MetroRail","Nueces @ 3rd","6.0"
"Walk Up","412.0","7/1/2015","17:12:00","Bullock Museum @ Congress & MLK","Capitol Station / Congress & 11th","16.0"
"Walk Up","693.0","7/1/2015","17:12:00","Bullock Museum @ Congress & MLK","Capitol Station / Congress & 11th","16.0"
"Walk Up","202.0","7/1/2015","17:12:00","Trinity & 6th Street","Trinity & 6th Street","11.0"
"Local365","881.0","7/1/2015","17:12:00","3rd & West","City Hall / Lavaca & 2nd","3.0"
"Walk Up","183.0","7/1/2015","17:12:00","Pfluger Bridge @ W 2nd Street","Barton Springs @ Kinney Ave","12.0"
"Local30","414.0","7/1/2015","17:12:00","Pfluger Bridge @ W 2nd Street","Barton Springs @ Kinney Ave","12.0"
"Local30","52.0","7/1/2015","17:12:00","Pfluger Bridge @ W 2nd Street","Barton Springs @ Kinney Ave","10.0"
"Walk Up","198.0","7/1/2015","17:12:00","Trinity & 6th Street","Trinity & 6th Street","1.0"
"Walk Up","412.0","7/1/2015","17:12:00","Capitol Station / Congress & 11th","2nd & Congress","20.0"
