"Membership Type","Bike","Checkout Date","Checkout Time","Checkout Kiosk","Return Kiosk","Duration (Minutes)"
"24-Hour Kiosk (Austin B-cycle)","287.0","11/1/2014","02:12:00","3rd & West","5th & Bowie","78.0"
"24-Hour Kiosk (Austin B-cycle)","161.0","11/1/2014","02:12:00","3rd & West","5th & Bowie","57.0"
"24-Hour Kiosk (Austin B-cycle)","563.0","11/1/2014","02:12:00","South Congress & James","South Congress & James","1.0"
"24-Hour Kiosk (Austin B-cycle)","947.0","11/1/2014","02:12:00","Republic Square @ Guadalupe & 4th St.","Barton Springs & Riverside","11.0"
"24-Hour Kiosk (Austin B-cycle)","141.0","11/1/2014","02:12:00","Capitol Station / Congress & 11th","17th & Guadalupe","9.0"
"24-Hour Kiosk (Austin B-cycle)","212.0","11/1/2014","02:12:00","Capitol Station / Congress & 11th","17th & Guadalupe","9.0"
"24-Hour Kiosk (Austin B-cycle)","58.0","11/1/2014","02:12:00","Republic Square @ Guadalupe & 4th St.","Barton Springs & Riverside","10.0"
"24-Hour Kiosk (Austin B-cycle)","193.0","11/1/2014","02:12:00","Capitol Station / Congress & 11th","17th & Guadalupe","8.0"
"Annual Membership (Austin B-cycle)","588.0","11/1/2014","02:12:00","City Hall / Lavaca & 2nd","Pfluger Bridge @ W 2nd Street","4.0"
"24-Hour Kiosk (Austin B-cycle)","122.0","11/1/2014","02:12:00","ACC - Rio Grande & 12th","UT West Mall @ Guadalupe","505.0"
"24-Hour Kiosk (Austin B-cycle)","195.0","11/1/2014","02:12:00","ACC - Rio Grande & 12th","UT West Mall @ Guadalupe","504.0"
"Annual Membership (Austin B-cycle)","746.0","11/1/2014","03:12:00","5th & Bowie","2nd & Congress","20.0"
"24-Hour Kiosk (Austin B-cycle)","683.0","11/1/2014","03:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Red River @ LBJ Library","348.0"
"24-Hour Kiosk (Austin B-cycle)","910.0","11/1/2014","03:12:00","City Hall / Lavaca & 2nd","UT West Mall @ Guadalupe","16.0"
"24-Hour Kiosk (Austin B-cycle)","341.0","11/1/2014","03:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","Red River @ LBJ Library","347.0"
"24-Hour Kiosk (Austin B-cycle)","980.0","11/1/2014","03:12:00","City Hall / Lavaca & 2nd","UT West Mall @ Guadalupe","15.0"
"Annual Membership (Austin B-cycle)","445.0","11/1/2014","03:12:00","Republic Square @ Guadalupe & 4th St.","2nd & Congress","6.0"
"24-Hour Kiosk (Austin B-cycle)","979.0","11/1/2014","03:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","210.0"
"Founding Member","610.0","11/1/2014","03:12:00","City Hall / Lavaca & 2nd","Riverside @ S. Lamar","7.0"
"24-Hour Kiosk (Austin B-cycle)","554.0","11/1/2014","04:12:00","Davis at Rainey Street","Barton Springs @ Kinney Ave","19.0"
"24-Hour Kiosk (Austin B-cycle)","936.0","11/1/2014","04:12:00","Davis at Rainey Street","Barton Springs @ Kinney Ave","19.0"
"24-Hour Kiosk (Austin B-cycle)","965.0","11/1/2014","05:12:00","West & 6th St.","8th & Congress","17.0"
"24-Hour Kiosk (Austin B-cycle)","440.0","11/1/2014","07:12:00","5th & Bowie","Convention Center / 4th St. @ MetroRail","9.0"
"24-Hour Kiosk (Austin B-cycle)","52.0","11/1/2014","07:12:00","5th & Bowie","Convention Center / 4th St. @ MetroRail","9.0"
"24-Hour Kiosk (Austin B-cycle)","104.0","11/1/2014","07:12:00","Palmer Auditorium","Convention Center / 3rd & Trinity","15.0"
"24-Hour Kiosk (Austin B-cycle)","55.0","11/1/2014","07:12:00","Davis at Rainey Street","Red River & 8th Street","7.0"
"24-Hour Kiosk (Austin B-cycle)","284.0","11/1/2014","07:12:00","Palmer Auditorium","Convention Center / 3rd & Trinity","14.0"
"Annual Membership (Austin B-cycle)","348.0","11/1/2014","08:12:00","East 6th at Robert Martinez","East 6th at Robert Martinez","10.0"
"Annual Membership (Austin B-cycle)","198.0","11/1/2014","08:12:00","Long Center @ South 1st & Riverside","4th & Congress","6.0"
"24-Hour Kiosk (Austin B-cycle)","690.0","11/1/2014","08:12:00","5th & Bowie","Convention Center / 4th St. @ MetroRail","11.0"
"24-Hour Kiosk (Austin B-cycle)","864.0","11/1/2014","08:12:00","5th & Bowie","Convention Center / 4th St. @ MetroRail","10.0"
"24-Hour Kiosk (Austin B-cycle)","669.0","11/1/2014","08:12:00","Capitol Station / Congress & 11th","Shop","276.0"
"24-Hour Kiosk (Austin B-cycle)","141.0","11/1/2014","08:12:00","17th & Guadalupe","Capitol Station / Congress & 11th","6.0"
"24-Hour Kiosk (Austin B-cycle)","839.0","11/1/2014","08:12:00","Rainey St @ Cummings","City Hall / Lavaca & 2nd","7.0"
"24-Hour Kiosk (Austin B-cycle)","141.0","11/1/2014","08:12:00","Capitol Station / Congress & 11th","4th & Congress","6.0"
"24-Hour Kiosk (Austin B-cycle)","141.0","11/1/2014","08:12:00","4th & Congress","2nd & Congress","4.0"
"Annual Membership (Austin B-cycle)","483.0","11/1/2014","08:12:00","3rd & West","2nd & Congress","6.0"
"24-Hour Kiosk (Austin B-cycle)","141.0","11/1/2014","08:12:00","2nd & Congress","South Congress & Academy","11.0"
"Annual Membership (Austin B-cycle)","539.0","11/1/2014","08:12:00","Waller & 6th St.","Republic Square @ Guadalupe & 4th St.","10.0"
"Annual Membership (Austin B-cycle)","299.0","11/1/2014","09:12:00","Palmer Auditorium","Palmer Auditorium","17.0"
"Annual Membership (Austin B-cycle)","203.0","11/1/2014","09:12:00","Rainey St @ Cummings","Rainey St @ Cummings","8.0"
"Annual Membership (Austin B-cycle)","984.0","11/1/2014","09:12:00","South Congress & Academy","Republic Square @ Guadalupe & 4th St.","18.0"
"Founding Member","852.0","11/1/2014","09:12:00","East 6th at Robert Martinez","City Hall / Lavaca & 2nd","13.0"
"24-Hour Kiosk (Austin B-cycle)","867.0","11/1/2014","09:12:00","4th & Congress","UT West Mall @ Guadalupe","28.0"
"24-Hour Kiosk (Austin B-cycle)","198.0","11/1/2014","09:12:00","4th & Congress","UT West Mall @ Guadalupe","27.0"
"24-Hour Kiosk (Austin B-cycle)","117.0","11/1/2014","09:12:00","Capitol Station / Congress & 11th","Toomey Rd @ South Lamar","151.0"
"Annual Membership (Austin B-cycle)","513.0","11/1/2014","09:12:00","Republic Square @ Guadalupe & 4th St.","5th & Bowie","5.0"
"24-Hour Kiosk (Austin B-cycle)","232.0","11/1/2014","09:12:00","City Hall / Lavaca & 2nd","Rainey St @ Cummings","8.0"
"Semester Membership","920.0","11/1/2014","10:12:00","Davis at Rainey Street","5th & San Marcos","10.0"
"24-Hour Kiosk (Austin B-cycle)","881.0","11/1/2014","10:12:00","5th & San Marcos","Convention Center / 4th St. @ MetroRail","7.0"
"24-Hour Kiosk (Austin B-cycle)","344.0","11/1/2014","10:12:00","South Congress & Academy","2nd & Congress","9.0"
"24-Hour Kiosk (Austin B-cycle)","110.0","11/1/2014","10:12:00","5th & San Marcos","Convention Center / 4th St. @ MetroRail","6.0"
"Annual Membership (Austin B-cycle)","446.0","11/1/2014","10:12:00","5th & Bowie","South Congress & Academy","14.0"
"24-Hour Kiosk (Austin B-cycle)","88.0","11/1/2014","10:12:00","Capitol Station / Congress & 11th","West & 6th St.","8.0"
"24-Hour Kiosk (Austin B-cycle)","220.0","11/1/2014","10:12:00","South Congress & Elizabeth","Convention Center / 3rd & Trinity","13.0"
"24-Hour Kiosk (Austin B-cycle)","344.0","11/1/2014","10:12:00","2nd & Congress","Convention Center / 4th St. @ MetroRail","5.0"
"24-Hour Kiosk (Austin B-cycle)","579.0","11/1/2014","10:12:00","South Congress & Elizabeth","Convention Center / 3rd & Trinity","30.0"
"24-Hour Kiosk (Austin B-cycle)","663.0","11/1/2014","10:12:00","South Congress & Elizabeth","Convention Center / 3rd & Trinity","29.0"
"24-Hour Kiosk (Austin B-cycle)","382.0","11/1/2014","10:12:00","Rainey St @ Cummings","Trinity & 6th Street","10.0"
"Annual Membership (Austin B-cycle)","473.0","11/1/2014","10:12:00","Zilker Park at Barton Springs & William Barton Drive","Barton Springs Pool","30.0"
"24-Hour Kiosk (Austin B-cycle)","991.0","11/1/2014","10:12:00","South Congress & Elizabeth","Davis at Rainey Street","23.0"
"24-Hour Kiosk (Austin B-cycle)","116.0","11/1/2014","10:12:00","South Congress & Elizabeth","Davis at Rainey Street","22.0"
"24-Hour Kiosk (Austin B-cycle)","193.0","11/1/2014","10:12:00","17th & Guadalupe","Convention Center / 4th St. @ MetroRail","13.0"
"24-Hour Kiosk (Austin B-cycle)","100.0","11/1/2014","10:12:00","17th & Guadalupe","Convention Center / 4th St. @ MetroRail","12.0"
"24-Hour Kiosk (Austin B-cycle)","326.0","11/1/2014","10:12:00","17th & Guadalupe","Convention Center / 4th St. @ MetroRail","11.0"
"24-Hour Kiosk (Austin B-cycle)","270.0","11/1/2014","10:12:00","South Congress & Academy","Convention Center / 4th St. @ MetroRail","34.0"
"24-Hour Kiosk (Austin B-cycle)","344.0","11/1/2014","10:12:00","Convention Center / 4th St. @ MetroRail","4th & Congress","5.0"
"24-Hour Kiosk (Austin B-cycle)","895.0","11/1/2014","10:12:00","South Congress & Academy","Convention Center / 4th St. @ MetroRail","34.0"
"24-Hour Kiosk (Austin B-cycle)","660.0","11/1/2014","10:12:00","8th & Congress","Red River & 8th Street","17.0"
"Annual Membership (Austin B-cycle)","991.0","11/1/2014","11:12:00","Davis at Rainey Street","Convention Center / 4th St. @ MetroRail","5.0"
"Semester Membership","774.0","11/1/2014","11:12:00","5th & San Marcos","4th & Congress","8.0"
"Annual (San Antonio B-cycle)","664.0","11/1/2014","11:12:00","Riverside @ S. Lamar","Barton Springs & Riverside","20.0"
"Annual (San Antonio B-cycle)","759.0","11/1/2014","11:12:00","Riverside @ S. Lamar","Barton Springs & Riverside","20.0"
"24-Hour Kiosk (Austin B-cycle)","668.0","11/1/2014","11:12:00","Rainey St @ Cummings","Convention Center / 4th St. @ MetroRail","6.0"
"24-Hour Kiosk (Austin B-cycle)","610.0","11/1/2014","11:12:00","Riverside @ S. Lamar","Barton Springs & Riverside","18.0"
"24-Hour Kiosk (Austin B-cycle)","25.0","11/1/2014","11:12:00","Riverside @ S. Lamar","Barton Springs & Riverside","18.0"
"Annual Membership (Austin B-cycle)","28.0","11/1/2014","11:12:00","Toomey Rd @ South Lamar","Long Center @ South 1st & Riverside","18.0"
"24-Hour Kiosk (Austin B-cycle)","68.0","11/1/2014","11:12:00","Red River & 8th Street","8th & Congress","14.0"
"Annual Membership (Austin B-cycle)","984.0","11/1/2014","11:12:00","Republic Square @ Guadalupe & 4th St.","Waller & 6th St.","11.0"
"24-Hour Kiosk (Austin B-cycle)","141.0","11/1/2014","11:12:00","South Congress & Academy","Convention Center / 4th St. @ MetroRail","11.0"
"24-Hour Kiosk (Austin B-cycle)","27.0","11/1/2014","11:12:00","Pfluger Bridge @ W 2nd Street","Convention Center / 3rd & Trinity","18.0"
"24-Hour Kiosk (Austin B-cycle)","446.0","11/1/2014","11:12:00","South Congress & Academy","Convention Center / 4th St. @ MetroRail","11.0"
"24-Hour Kiosk (Austin B-cycle)","422.0","11/1/2014","11:12:00","Pfluger Bridge @ W 2nd Street","Convention Center / 4th St. @ MetroRail","13.0"
"24-Hour Kiosk (Austin B-cycle)","105.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","Convention Center / 4th St. @ MetroRail","120.0"
"24-Hour Kiosk (Austin B-cycle)","75.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","Convention Center / 4th St. @ MetroRail","120.0"
"24-Hour Kiosk (Austin B-cycle)","277.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","Convention Center / 4th St. @ MetroRail","120.0"
"24-Hour Kiosk (Austin B-cycle)","933.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","Convention Center / 4th St. @ MetroRail","120.0"
"Annual (San Antonio B-cycle)","664.0","11/1/2014","11:12:00","Barton Springs & Riverside","Riverside @ S. Lamar","27.0"
"Annual (San Antonio B-cycle)","759.0","11/1/2014","11:12:00","Barton Springs & Riverside","Riverside @ S. Lamar","26.0"
"Annual Membership (Austin B-cycle)","28.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","South Congress & Academy","26.0"
"24-Hour Kiosk (Austin B-cycle)","447.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","Long Center @ South 1st & Riverside","30.0"
"24-Hour Kiosk (Austin B-cycle)","478.0","11/1/2014","11:12:00","Barton Springs & Riverside","Riverside @ S. Lamar","26.0"
"24-Hour Kiosk (Austin B-cycle)","25.0","11/1/2014","11:12:00","Barton Springs & Riverside","Riverside @ S. Lamar","26.0"
"24-Hour Kiosk (Austin B-cycle)","452.0","11/1/2014","11:12:00","Long Center @ South 1st & Riverside","Long Center @ South 1st & Riverside","29.0"
"24-Hour Kiosk (Austin B-cycle)","910.0","11/1/2014","11:12:00","Republic Square @ Guadalupe & 4th St.","ACC - Rio Grande & 12th","13.0"
"7-Day","360.0","11/1/2014","11:12:00","UT West Mall @ Guadalupe","South Congress & Academy","18.0"
"24-Hour Kiosk (Austin B-cycle)","839.0","11/1/2014","11:12:00","City Hall / Lavaca & 2nd","Trinity & 6th Street","14.0"
"24-Hour Kiosk (Austin B-cycle)","563.0","11/1/2014","11:12:00","South Congress & James","2nd & Congress","13.0"
"24-Hour Kiosk (Austin B-cycle)","937.0","11/1/2014","11:12:00","City Hall / Lavaca & 2nd","Trinity & 6th Street","13.0"
"24-Hour Kiosk (Austin B-cycle)","559.0","11/1/2014","11:12:00","Barton Springs & Riverside","Trinity & 6th Street","17.0"
"24-Hour Kiosk (Austin B-cycle)","520.0","11/1/2014","11:12:00","Rainey St @ Cummings","Rainey St @ Cummings","21.0"
"24-Hour Kiosk (Austin B-cycle)","610.0","11/1/2014","11:12:00","Barton Springs & Riverside","Trinity & 6th Street","16.0"
"24-Hour Kiosk (Austin B-cycle)","230.0","11/1/2014","11:12:00","Red River & 8th Street","4th & Congress","109.0"
"24-Hour Kiosk (Austin B-cycle)","466.0","11/1/2014","11:12:00","Red River & 8th Street","4th & Congress","108.0"
"24-Hour Kiosk (Austin B-cycle)","55.0","11/1/2014","11:12:00","Red River & 8th Street","4th & Congress","29.0"
"24-Hour Kiosk (Austin B-cycle)","354.0","11/1/2014","11:12:00","Red River & 8th Street","4th & Congress","29.0"
"24-Hour Kiosk (Austin B-cycle)","223.0","11/1/2014","11:12:00","2nd & Congress","2nd & Congress","29.0"
"24-Hour Kiosk (Austin B-cycle)","80.0","11/1/2014","11:12:00","2nd & Congress","2nd & Congress","28.0"
"Annual Membership (Austin B-cycle)","28.0","11/1/2014","11:12:00","South Congress & Academy","South Congress & Elizabeth","4.0"
"24-Hour Kiosk (Austin B-cycle)","185.0","11/1/2014","11:12:00","UT West Mall @ Guadalupe","South Congress & James","29.0"
"24-Hour Kiosk (Austin B-cycle)","981.0","11/1/2014","12:12:00","UT West Mall @ Guadalupe","South Congress & James","27.0"
"24-Hour Kiosk (Austin B-cycle)","182.0","11/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","38.0"
"24-Hour Kiosk (Austin B-cycle)","647.0","11/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","37.0"
"24-Hour Kiosk (Austin B-cycle)","861.0","11/1/2014","12:12:00","UT West Mall @ Guadalupe","South Congress & James","26.0"
"24-Hour Kiosk (Austin B-cycle)","968.0","11/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","36.0"
"24-Hour Kiosk (Austin B-cycle)","409.0","11/1/2014","12:12:00","Palmer Auditorium","Barton Springs & Riverside","67.0"
"24-Hour Kiosk (Austin B-cycle)","219.0","11/1/2014","12:12:00","UT West Mall @ Guadalupe","South Congress & James","25.0"
"24-Hour Kiosk (Austin B-cycle)","78.0","11/1/2014","12:12:00","Palmer Auditorium","Barton Springs & Riverside","67.0"
"24-Hour Kiosk (Austin B-cycle)","191.0","11/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","62.0"
"24-Hour Kiosk (Austin B-cycle)","183.0","11/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","35.0"
"24-Hour Kiosk (Austin B-cycle)","311.0","11/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","61.0"
"Annual Membership (Austin B-cycle)","852.0","11/1/2014","12:12:00","City Hall / Lavaca & 2nd","South Congress & Academy","10.0"
"24-Hour Kiosk (Austin B-cycle)","759.0","11/1/2014","12:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","16.0"
"24-Hour Kiosk (Austin B-cycle)","315.0","11/1/2014","12:12:00","San Jacinto & 8th Street","Convention Center / 4th St. @ MetroRail","9.0"
"24-Hour Kiosk (Austin B-cycle)","113.0","11/1/2014","12:12:00","Capitol Station / Congress & 11th","South Congress & James","14.0"
"Founding Member","664.0","11/1/2014","12:12:00","Riverside @ S. Lamar","Long Center @ South 1st & Riverside","9.0"
"24-Hour Kiosk (Austin B-cycle)","749.0","11/1/2014","12:12:00","South Congress & James","4th & Congress","18.0"
"24-Hour Kiosk (Austin B-cycle)","387.0","11/1/2014","12:12:00","South Congress & James","4th & Congress","18.0"
"24-Hour Kiosk (Austin B-cycle)","41.0","11/1/2014","12:12:00","East 11th St. & San Marcos","East 11th St. & San Marcos","55.0"
"Annual Membership (Austin B-cycle)","340.0","11/1/2014","12:12:00","Davis at Rainey Street","Convention Center / 4th St. @ MetroRail","12.0"
"24-Hour Kiosk (Austin B-cycle)","884.0","11/1/2014","12:12:00","East 6th at Robert Martinez","Davis at Rainey Street","18.0"
"7-Day","113.0","11/1/2014","12:12:00","South Congress & James","Barton Springs @ Kinney Ave","13.0"
"24-Hour Kiosk (Austin B-cycle)","896.0","11/1/2014","12:12:00","East 6th at Robert Martinez","Davis at Rainey Street","17.0"
"24-Hour Kiosk (Austin B-cycle)","114.0","11/1/2014","12:12:00","East 6th at Robert Martinez","Davis at Rainey Street","17.0"
"24-Hour Kiosk (Austin B-cycle)","414.0","11/1/2014","12:12:00","Barton Springs @ Kinney Ave","Convention Center / 4th St. @ MetroRail","17.0"
"24-Hour Kiosk (Austin B-cycle)","464.0","11/1/2014","12:12:00","East 6th at Robert Martinez","Davis at Rainey Street","16.0"
"24-Hour Kiosk (Austin B-cycle)","25.0","11/1/2014","12:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","25.0"
"Annual Membership (Austin B-cycle)","382.0","11/1/2014","12:12:00","5th & Bowie","East 11th St. & San Marcos","20.0"
"24-Hour Kiosk (Austin B-cycle)","860.0","11/1/2014","12:12:00","Bullock Museum @ Congress & MLK","South Congress & Academy","23.0"
"24-Hour Kiosk (Austin B-cycle)","110.0","11/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Riverside @ S. Lamar","26.0"
"24-Hour Kiosk (Austin B-cycle)","696.0","11/1/2014","12:12:00","Bullock Museum @ Congress & MLK","South Congress & Academy","22.0"
"24-Hour Kiosk (Austin B-cycle)","668.0","11/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Riverside @ S. Lamar","25.0"
"24-Hour Kiosk (Austin B-cycle)","690.0","11/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Riverside @ S. Lamar","24.0"
"24-Hour Kiosk (Austin B-cycle)","344.0","11/1/2014","12:12:00","4th & Congress","Capitol Station / Congress & 11th","5.0"
"Annual Membership (Austin B-cycle)","86.0","11/1/2014","12:12:00","City Hall / Lavaca & 2nd","City Hall / Lavaca & 2nd","79.0"
"24-Hour Kiosk (Austin B-cycle)","263.0","11/1/2014","12:12:00","State Capitol @ 14th & Colorado","State Capitol @ 14th & Colorado","22.0"
"24-Hour Kiosk (Austin B-cycle)","411.0","11/1/2014","12:12:00","City Hall / Lavaca & 2nd","City Hall / Lavaca & 2nd","78.0"
"24-Hour Kiosk (Austin B-cycle)","555.0","11/1/2014","12:12:00","State Capitol @ 14th & Colorado","State Capitol @ 14th & Colorado","21.0"
"24-Hour Kiosk (Austin B-cycle)","386.0","11/1/2014","12:12:00","State Capitol @ 14th & Colorado","State Capitol @ 14th & Colorado","19.0"
"24-Hour Kiosk (Austin B-cycle)","479.0","11/1/2014","12:12:00","West & 6th St.","San Jacinto & 8th Street","26.0"
