"Membership Type","Bike","Checkout Date","Checkout Time","Checkout Kiosk","Return Kiosk","Duration (Minutes)"
"Local365","220.0","8/1/2015","08:12:00","Convention Center / 4th St. @ MetroRail","Pfluger Bridge @ W 2nd Street","11.0"
"Walk Up","439.0","8/1/2015","08:12:00","Convention Center / 3rd & Trinity","Plaza Saltillo","9.0"
"Walk Up","55.0","8/1/2015","08:12:00","Convention Center / 3rd & Trinity","Plaza Saltillo","71.0"
"Local30","197.0","8/1/2015","08:12:00","Barton Springs @ Kinney Ave","5th & Bowie","9.0"
"Local30","272.0","8/1/2015","08:12:00","Barton Springs @ Kinney Ave","5th & Bowie","9.0"
"Local365","393.0","8/1/2015","08:12:00","3rd & West","East 6th & Pedernales St.","16.0"
"Local365","283.0","8/1/2015","08:12:00","Bullock Museum @ Congress & MLK","4th & Congress","7.0"
"Local365","386.0","8/1/2015","08:12:00","Long Center @ South 1st & Riverside","Zilker Park at Barton Springs & William Barton Drive","10.0"
"Local365","669.0","8/1/2015","08:12:00","Toomey Rd @ South Lamar","Long Center @ South 1st & Riverside","6.0"
"Local30","311.0","8/1/2015","08:12:00","Pfluger Bridge @ W 2nd Street","Long Center @ South 1st & Riverside","6.0"
"Local30","911.0","8/1/2015","08:12:00","Pfluger Bridge @ W 2nd Street","Long Center @ South 1st & Riverside","6.0"
"Local365","78.0","8/1/2015","08:12:00","3rd & West","City Hall / Lavaca & 2nd","5.0"
"Walk Up","276.0","8/1/2015","08:12:00","Rainey @ River St","Rainey @ River St","46.0"
"Walk Up","513.0","8/1/2015","08:12:00","Rainey @ River St","Rainey @ River St","45.0"
"Local365","974.0","8/1/2015","08:12:00","East 11th St. & San Marcos","East 6th & Pedernales St.","12.0"
"Local365","2459.0","8/1/2015","08:12:00","East 11th St. & San Marcos","East 6th & Pedernales St.","12.0"
"Local30","980.0","8/1/2015","08:12:00","Pfluger Bridge @ W 2nd Street","5th & Bowie","4.0"
"Walk Up","409.0","8/1/2015","09:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","47.0"
"Walk Up","558.0","8/1/2015","09:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","46.0"
"Local365","153.0","8/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","Nueces @ 3rd","10.0"
"Local365","387.0","8/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","Nueces @ 3rd","10.0"
"Local365","75.0","8/1/2015","09:12:00","Long Center @ South 1st & Riverside","Republic Square @ Guadalupe & 4th St.","7.0"
"Local30","201.0","8/1/2015","09:12:00","Rainey @ River St","Pfluger Bridge @ W 2nd Street","12.0"
"Local30","854.0","8/1/2015","09:12:00","Rainey @ River St","Pfluger Bridge @ W 2nd Street","12.0"
"Local30","910.0","8/1/2015","09:12:00","5th & Bowie","Pfluger Bridge @ W 2nd Street","2.0"
"Walk Up","55.0","8/1/2015","09:12:00","Plaza Saltillo","Capitol Station / Congress & 11th","14.0"
"Walk Up","439.0","8/1/2015","09:12:00","Plaza Saltillo","Capitol Station / Congress & 11th","14.0"
"Local365","75.0","8/1/2015","09:12:00","Republic Square @ Guadalupe & 4th St.","Long Center @ South 1st & Riverside","4.0"
"Walk Up","387.0","8/1/2015","09:12:00","Nueces @ 3rd","Barton Springs @ Kinney Ave","63.0"
"Local30","647.0","8/1/2015","09:12:00","3rd & West","Barton Springs @ Kinney Ave","9.0"
"Walk Up","862.0","8/1/2015","09:12:00","Nueces @ 3rd","Barton Springs @ Kinney Ave","62.0"
"Local30","882.0","8/1/2015","09:12:00","3rd & West","Barton Springs @ Kinney Ave","9.0"
"Walk Up","153.0","8/1/2015","09:12:00","Nueces @ 3rd","Barton Springs @ Kinney Ave","61.0"
"Walk Up","660.0","8/1/2015","09:12:00","South Congress & Elizabeth","Davis at Rainey Street","32.0"
"Walk Up","852.0","8/1/2015","09:12:00","South Congress & Elizabeth","Davis at Rainey Street","30.0"
"Local30","88.0","8/1/2015","09:12:00","South Congress & Elizabeth","South Congress & James","25.0"
"Local30","391.0","8/1/2015","09:12:00","South Congress & Elizabeth","South Congress & James","25.0"
"Local365","745.0","8/1/2015","09:12:00","Guadalupe & 21st","Guadalupe & 21st","10.0"
"Local30","399.0","8/1/2015","09:12:00","East 6th at Robert Martinez","4th & Congress","14.0"
"Local365","974.0","8/1/2015","09:12:00","East 6th & Pedernales St.","Waller & 6th St.","9.0"
"Local365","2459.0","8/1/2015","09:12:00","East 6th & Pedernales St.","Waller & 6th St.","9.0"
"Walk Up","864.0","8/1/2015","09:12:00","4th & Congress","Zilker Park at Barton Springs & William Barton Drive","50.0"
"Walk Up","105.0","8/1/2015","09:12:00","4th & Congress","Zilker Park at Barton Springs & William Barton Drive","49.0"
"Walk Up","254.0","8/1/2015","09:12:00","City Hall / Lavaca & 2nd","South Congress & James","9.0"
"Walk Up","560.0","8/1/2015","09:12:00","City Hall / Lavaca & 2nd","South Congress & James","9.0"
"Walk Up","420.0","8/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","19.0"
"Walk Up","551.0","8/1/2015","09:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","19.0"
"Walk Up","579.0","8/1/2015","09:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","State Capitol Visitors Garage @ San Jacinto & 12th","12.0"
"Walk Up","965.0","8/1/2015","10:12:00","Nueces @ 3rd","Barton Springs Pool","17.0"
"Walk Up","800.0","8/1/2015","10:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","88.0"
"Walk Up","417.0","8/1/2015","10:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","87.0"
"Walk Up","805.0","8/1/2015","10:12:00","State Capitol @ 14th & Colorado","5th & Bowie","22.0"
"Walk Up","827.0","8/1/2015","10:12:00","State Capitol @ 14th & Colorado","5th & Bowie","22.0"
"Walk Up","54.0","8/1/2015","10:12:00","8th & Congress","South Congress & Academy","16.0"
"Local365","75.0","8/1/2015","10:12:00","Long Center @ South 1st & Riverside","Barton Springs @ Kinney Ave","16.0"
"Walk Up","277.0","8/1/2015","10:12:00","Rainey @ River St","4th & Congress","19.0"
"Local30","911.0","8/1/2015","10:12:00","Long Center @ South 1st & Riverside","Pfluger Bridge @ W 2nd Street","7.0"
"Local30","958.0","8/1/2015","10:12:00","Long Center @ South 1st & Riverside","Pfluger Bridge @ W 2nd Street","7.0"
"Walk Up","16.0","8/1/2015","10:12:00","Rainey @ River St","Rainey @ River St","1.0"
"Walk Up","181.0","8/1/2015","10:12:00","2nd & Congress","2nd & Congress","70.0"
"Walk Up","367.0","8/1/2015","10:12:00","8th & Congress","South Congress & Academy","13.0"
"Walk Up","440.0","8/1/2015","10:12:00","2nd & Congress","2nd & Congress","70.0"
"Walk Up","276.0","8/1/2015","10:12:00","Rainey @ River St","4th & Congress","17.0"
"Local365","572.0","8/1/2015","10:12:00","17th & Guadalupe","Shop","16.0"
"Walk Up","981.0","8/1/2015","10:12:00","East 11th St. & San Marcos","4th & Congress","10.0"
"Local365","951.0","8/1/2015","10:12:00","Convention Center / 3rd & Trinity","Waller & 6th St.","8.0"
"Walk Up","188.0","8/1/2015","10:12:00","2nd & Congress","2nd & Congress","67.0"
"Walk Up","522.0","8/1/2015","10:12:00","2nd & Congress","2nd & Congress","66.0"
"Walk Up","165.0","8/1/2015","10:12:00","2nd & Congress","2nd & Congress","66.0"
"Walk Up","432.0","8/1/2015","10:12:00","San Jacinto & 8th Street","San Jacinto & 8th Street","42.0"
"Walk Up","561.0","8/1/2015","10:12:00","2nd & Congress","2nd & Congress","65.0"
"Walk Up","263.0","8/1/2015","10:12:00","San Jacinto & 8th Street","San Jacinto & 8th Street","41.0"
"Local30","354.0","8/1/2015","10:12:00","Zilker Park at Barton Springs & William Barton Drive","Rainey @ River St","22.0"
"Local30","663.0","8/1/2015","10:12:00","Zilker Park at Barton Springs & William Barton Drive","Rainey @ River St","22.0"
"Local365","334.0","8/1/2015","10:12:00","5th & Bowie","3rd & West","86.0"
"Walk Up","933.0","8/1/2015","10:12:00","UT West Mall @ Guadalupe","Republic Square @ Guadalupe & 4th St.","9.0"
"Walk Up","412.0","8/1/2015","10:12:00","City Hall / Lavaca & 2nd","City Hall / Lavaca & 2nd","29.0"
"Walk Up","805.0","8/1/2015","10:12:00","5th & Bowie","Barton Springs @ Kinney Ave","8.0"
"Walk Up","827.0","8/1/2015","10:12:00","5th & Bowie","Barton Springs @ Kinney Ave","8.0"
"Walk Up","984.0","8/1/2015","10:12:00","City Hall / Lavaca & 2nd","City Hall / Lavaca & 2nd","43.0"
"Walk Up","875.0","8/1/2015","10:12:00","Convention Center / 4th St. @ MetroRail","Convention Center / 4th St. @ MetroRail","0.0"
"Walk Up","344.0","8/1/2015","10:12:00","Convention Center / 4th St. @ MetroRail","Waller & 6th St.","4.0"
"Walk Up","153.0","8/1/2015","10:12:00","Barton Springs @ Kinney Ave","Nueces @ 3rd","13.0"
"Walk Up","387.0","8/1/2015","10:12:00","Barton Springs @ Kinney Ave","Nueces @ 3rd","13.0"
"Walk Up","862.0","8/1/2015","10:12:00","Barton Springs @ Kinney Ave","Nueces @ 3rd","13.0"
"Walk Up","507.0","8/1/2015","10:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","4th & Congress","700.0"
"Walk Up","579.0","8/1/2015","10:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","4th & Congress","700.0"
"Walk Up","212.0","8/1/2015","10:12:00","East 11th St. at Victory Grill","Davis at Rainey Street","21.0"
"Walk Up","85.0","8/1/2015","10:12:00","East 11th St. at Victory Grill","Davis at Rainey Street","20.0"
"Walk Up","235.0","8/1/2015","10:12:00","Zilker Park at Barton Springs & William Barton Drive","Riverside @ S. Lamar","22.0"
"Local365","968.0","8/1/2015","10:12:00","Nueces @ 3rd","Pfluger Bridge @ W 2nd Street","4.0"
"Local365","60.0","8/1/2015","10:12:00","Nueces @ 3rd","Pfluger Bridge @ W 2nd Street","3.0"
"Local365","110.0","8/1/2015","10:12:00","Rainey St @ Cummings","Riverside @ S. Lamar","14.0"
"Walk Up","391.0","8/1/2015","10:12:00","South Congress & James","City Hall / Lavaca & 2nd","8.0"
"Local365","393.0","8/1/2015","10:12:00","East 6th & Pedernales St.","3rd & West","13.0"
"Walk Up","479.0","8/1/2015","10:12:00","South Congress & James","City Hall / Lavaca & 2nd","8.0"
"Walk Up","864.0","8/1/2015","10:12:00","Zilker Park at Barton Springs & William Barton Drive","Riverside @ S. Lamar","21.0"
"Walk Up","117.0","8/1/2015","10:12:00","Trinity & 6th Street","Waller & 6th St.","6.0"
"Walk Up","193.0","8/1/2015","10:12:00","Trinity & 6th Street","Waller & 6th St.","5.0"
"Walk Up","190.0","8/1/2015","10:12:00","Davis at Rainey Street","Rainey St @ Cummings","9.0"
"Walk Up","683.0","8/1/2015","10:12:00","Davis at Rainey Street","Rainey St @ Cummings","9.0"
"Walk Up","558.0","8/1/2015","10:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","35.0"
"Walk Up","435.0","8/1/2015","10:12:00","Riverside @ S. Lamar","Riverside @ S. Lamar","34.0"
"Local365","110.0","8/1/2015","10:12:00","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","22.0"
"Walk Up","20.0","8/1/2015","10:12:00","City Hall / Lavaca & 2nd","2nd & Congress","10.0"
"Walk Up","890.0","8/1/2015","10:12:00","City Hall / Lavaca & 2nd","2nd & Congress","9.0"
"Weekender","898.0","8/1/2015","10:12:00","Capitol Station / Congress & 11th","Republic Square @ Guadalupe & 4th St.","18.0"
"Local30","220.0","8/1/2015","10:12:00","Pfluger Bridge @ W 2nd Street","Rainey St @ Cummings","11.0"
"Local30","910.0","8/1/2015","10:12:00","Pfluger Bridge @ W 2nd Street","Rainey St @ Cummings","11.0"
"Local365","712.0","8/1/2015","10:12:00","5th & Bowie","Barton Springs Pool","12.0"
"Weekender","815.0","8/1/2015","10:12:00","Capitol Station / Congress & 11th","Republic Square @ Guadalupe & 4th St.","14.0"
"Walk Up","85.0","8/1/2015","11:12:00","Davis at Rainey Street","Rainey @ River St","6.0"
"Walk Up","212.0","8/1/2015","11:12:00","Davis at Rainey Street","Rainey @ River St","7.0"
"Walk Up","864.0","8/1/2015","11:12:00","Riverside @ S. Lamar","Rainey St @ Cummings","31.0"
"Local365","185.0","8/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","5th & Bowie","11.0"
"Walk Up","235.0","8/1/2015","11:12:00","Riverside @ S. Lamar","Rainey St @ Cummings","29.0"
"Walk Up","85.0","8/1/2015","11:12:00","Rainey @ River St","Convention Center / 3rd & Trinity","11.0"
"Walk Up","212.0","8/1/2015","11:12:00","Rainey @ River St","Convention Center / 3rd & Trinity","11.0"
"Local30","220.0","8/1/2015","11:12:00","Rainey St @ Cummings","Pfluger Bridge @ W 2nd Street","28.0"
"Local30","341.0","8/1/2015","11:12:00","Rainey St @ Cummings","Pfluger Bridge @ W 2nd Street","28.0"
"Walk Up","19.0","8/1/2015","11:12:00","Convention Center / 4th St. @ MetroRail","Capitol Station / Congress & 11th","9.0"
"Walk Up","370.0","8/1/2015","11:12:00","Convention Center / 4th St. @ MetroRail","Capitol Station / Congress & 11th","9.0"
"Local365","110.0","8/1/2015","11:12:00","Pfluger Bridge @ W 2nd Street","Barton Springs & Riverside","7.0"
"Walk Up","369.0","8/1/2015","11:12:00","Convention Center / 4th St. @ MetroRail","Nueces @ 3rd","24.0"
"Founding Member","36.0","8/1/2015","11:12:00","South Congress & Elizabeth","Barton Springs Pool","11.0"
"Walk Up","970.0","8/1/2015","11:12:00","Convention Center / 4th St. @ MetroRail","Nueces @ 3rd","24.0"
"Local30","22.0","8/1/2015","11:12:00","South Congress & James","Barton Springs Pool","17.0"
"Local30","560.0","8/1/2015","11:12:00","South Congress & James","Barton Springs Pool","17.0"
"Walk Up","344.0","8/1/2015","11:12:00","Waller & 6th St.","Convention Center / 4th St. @ MetroRail","19.0"
"Local30","399.0","8/1/2015","11:12:00","4th & Congress","East 6th at Robert Martinez","16.0"
"Walk Up","765.0","8/1/2015","11:12:00","Nueces @ 3rd","Rainey St @ Cummings","11.0"
"Local365","393.0","8/1/2015","11:12:00","3rd & West","Barton Springs & Riverside","7.0"
"Walk Up","72.0","8/1/2015","11:12:00","Rainey St @ Cummings","2nd & Congress","11.0"
"Walk Up","356.0","8/1/2015","11:12:00","Rainey St @ Cummings","Rainey St @ Cummings","0.0"
"Walk Up","863.0","8/1/2015","11:12:00","Rainey St @ Cummings","2nd & Congress","10.0"
"Walk Up","993.0","8/1/2015","11:12:00","Republic Square @ Guadalupe & 4th St.","South Congress & Elizabeth","13.0"
"Walk Up","411.0","8/1/2015","11:12:00","East 11th St. & San Marcos","3rd & West","15.0"
"Local365","356.0","8/1/2015","11:12:00","Rainey St @ Cummings","2nd & Congress","10.0"
"Walk Up","548.0","8/1/2015","11:12:00","Bullock Museum @ Congress & MLK","UT West Mall @ Guadalupe","20.0"
"Walk Up","360.0","8/1/2015","11:12:00","Bullock Museum @ Congress & MLK","UT West Mall @ Guadalupe","20.0"
"Walk Up","483.0","8/1/2015","11:12:00","Plaza Saltillo","East 11th St. at Victory Grill","33.0"
"Walk Up","775.0","8/1/2015","11:12:00","Plaza Saltillo","East 11th St. at Victory Grill","33.0"
"Weekender","884.0","8/1/2015","11:12:00","City Hall / Lavaca & 2nd","Barton Springs @ Kinney Ave","21.0"
"Walk Up","445.0","8/1/2015","11:12:00","Plaza Saltillo","East 11th St. at Victory Grill","31.0"
"Weekender","934.0","8/1/2015","11:12:00","City Hall / Lavaca & 2nd","Barton Springs @ Kinney Ave","20.0"
"Local30","101.0","8/1/2015","11:12:00","17th & Guadalupe","Plaza Saltillo","15.0"
"Walk Up","937.0","8/1/2015","11:12:00","Plaza Saltillo","East 11th St. at Victory Grill","29.0"
"Walk Up","369.0","8/1/2015","11:12:00","Nueces @ 3rd","Barton Springs Pool","23.0"
"Walk Up","386.0","8/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","2nd & Congress","30.0"
"Local30","576.0","8/1/2015","11:12:00","East 6th at Robert Martinez","Waller & 6th St.","7.0"
"Walk Up","414.0","8/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","2nd & Congress","29.0"
"Walk Up","970.0","8/1/2015","11:12:00","Nueces @ 3rd","Barton Springs Pool","22.0"
"Local365","193.0","8/1/2015","11:12:00","West & 6th St.","West & 6th St.","8.0"
"Walk Up","235.0","8/1/2015","11:12:00","Rainey St @ Cummings","Barton Springs Pool","36.0"
"Walk Up","685.0","8/1/2015","11:12:00","Rainey St @ Cummings","Barton Springs Pool","36.0"
"Annual Member (Houston B-cycle)","661.0","8/1/2015","11:12:00","Nueces @ 3rd","5th & Bowie","8.0"
"Local365","400.0","8/1/2015","11:12:00","Barton Springs Pool","Barton Springs Pool","0.0"
"Local365","919.0","8/1/2015","11:12:00","5th & San Marcos","City Hall / Lavaca & 2nd","16.0"
"Walk Up","283.0","8/1/2015","11:12:00","4th & Congress","5th & Bowie","14.0"
"Walk Up","979.0","8/1/2015","11:12:00","UT West Mall @ Guadalupe","Zilker Park at Barton Springs & William Barton Drive","27.0"
"Walk Up","352.0","8/1/2015","11:12:00","3rd & West","East 11th St. & San Marcos","16.0"
"Walk Up","302.0","8/1/2015","11:12:00","State Capitol @ 14th & Colorado","Guadalupe & 21st","10.0"
"Local365","998.0","8/1/2015","11:12:00","Zilker Park at Barton Springs & William Barton Drive","5th & Bowie","13.0"
"Walk Up","544.0","8/1/2015","12:12:00","State Capitol @ 14th & Colorado","Guadalupe & 21st","9.0"
"Founding Member","105.0","8/1/2015","12:12:00","Zilker Park at Barton Springs & William Barton Drive","5th & Bowie","12.0"
"Walk Up","829.0","8/1/2015","12:12:00","State Capitol Visitors Garage @ San Jacinto & 12th","2nd & Congress","157.0"
"Local30","735.0","8/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Guadalupe & 21st","16.0"
"Walk Up","84.0","8/1/2015","12:12:00","5th & San Marcos","Barton Springs Pool","28.0"
"Walk Up","451.0","8/1/2015","12:12:00","5th & San Marcos","Barton Springs Pool","28.0"
"Walk Up","19.0","8/1/2015","12:12:00","Capitol Station / Congress & 11th","Riverside @ S. Lamar","21.0"
"Walk Up","432.0","8/1/2015","12:12:00","San Jacinto & 8th Street","Barton Springs & Riverside","254.0"
"Walk Up","127.0","8/1/2015","12:12:00","San Jacinto & 8th Street","Barton Springs & Riverside","253.0"
"Walk Up","588.0","8/1/2015","12:12:00","Capitol Station / Congress & 11th","Riverside @ S. Lamar","20.0"
"Walk Up","270.0","8/1/2015","12:12:00","Davis at Rainey Street","South Congress & James","0.0"
"Local365","856.0","8/1/2015","12:12:00","Riverside @ S. Lamar","Davis at Rainey Street","23.0"
"Local365","311.0","8/1/2015","12:12:00","Long Center @ South 1st & Riverside","Pfluger Bridge @ W 2nd Street","6.0"
"Walk Up","241.0","8/1/2015","12:12:00","Davis at Rainey Street","South Congress & James","20.0"
"Walk Up","195.0","8/1/2015","12:12:00","Palmer Auditorium","Republic Square @ Guadalupe & 4th St.","11.0"
"Local365","105.0","8/1/2015","12:12:00","5th & Bowie","5th & Bowie","127.0"
"Walk Up","839.0","8/1/2015","12:12:00","Palmer Auditorium","Republic Square @ Guadalupe & 4th St.","10.0"
"Local365","520.0","8/1/2015","12:12:00","East 6th at Robert Martinez","8th & Congress","11.0"
"Walk Up","911.0","8/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Long Center @ South 1st & Riverside","18.0"
"Walk Up","220.0","8/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Long Center @ South 1st & Riverside","17.0"
"Walk Up","473.0","8/1/2015","12:12:00","UT West Mall @ Guadalupe","State Capitol @ 14th & Colorado","11.0"
"Walk Up","540.0","8/1/2015","12:12:00","UT West Mall @ Guadalupe","State Capitol @ 14th & Colorado","10.0"
"Walk Up","219.0","8/1/2015","12:12:00","Pfluger Bridge @ W 2nd Street","Long Center @ South 1st & Riverside","14.0"
"Walk Up","422.0","8/1/2015","12:12:00","Bullock Museum @ Congress & MLK","State Capitol @ 14th & Colorado","30.0"
"Walk Up","177.0","8/1/2015","12:12:00","Bullock Museum @ Congress & MLK","State Capitol @ 14th & Colorado","28.0"
"Local365","277.0","8/1/2015","12:12:00","4th & Congress","5th & San Marcos","5.0"
"Walk Up","400.0","8/1/2015","12:12:00","Barton Springs Pool","Nueces @ 3rd","18.0"
"Local30","421.0","8/1/2015","12:12:00","5th & Bowie","Republic Square @ Guadalupe & 4th St.","3.0"
"Local30","262.0","8/1/2015","12:12:00","Barton Springs Pool","Barton Springs @ Kinney Ave","10.0"
"Local365","856.0","8/1/2015","12:12:00","Davis at Rainey Street","Davis at Rainey Street","0.0"
"Local30","871.0","8/1/2015","12:12:00","Barton Springs Pool","Barton Springs @ Kinney Ave","10.0"
"Local365","528.0","8/1/2015","12:12:00","3rd & West","8th & Congress","9.0"
"Local365","563.0","8/1/2015","12:12:00","ACC - Rio Grande & 12th","Republic Square @ Guadalupe & 4th St.","5.0"
"Local30","252.0","8/1/2015","12:12:00","Rainey @ River St","Convention Center / 4th St. @ MetroRail","17.0"
"Local30","523.0","8/1/2015","12:12:00","2nd & Congress","South Congress & Academy","7.0"
"Local30","663.0","8/1/2015","12:12:00","Rainey @ River St","Convention Center / 4th St. @ MetroRail","17.0"
"Local30","247.0","8/1/2015","12:12:00","Republic Square @ Guadalupe & 4th St.","5th & Bowie","4.0"
"Weekender","75.0","8/1/2015","12:12:00","Barton Springs @ Kinney Ave","Zilker Park at Barton Springs & William Barton Drive","7.0"
"Walk Up","78.0","8/1/2015","12:12:00","City Hall / Lavaca & 2nd","City Hall / Lavaca & 2nd","2.0"
"Weekender","647.0","8/1/2015","12:12:00","Barton Springs @ Kinney Ave","Zilker Park at Barton Springs & William Barton Drive","8.0"
"Walk Up","925.0","8/1/2015","12:12:00","Republic Square @ Guadalupe & 4th St.","Davis at Rainey Street","16.0"
"Walk Up","991.0","8/1/2015","12:12:00","Republic Square @ Guadalupe & 4th St.","Davis at Rainey Street","16.0"
"Weekender","395.0","8/1/2015","12:12:00","Rainey @ River St","Trinity & 6th Street","21.0"
"Walk Up","545.0","8/1/2015","12:12:00","Guadalupe & 21st","Convention Center / 4th St. @ MetroRail","232.0"
"Walk Up","78.0","8/1/2015","12:12:00","City Hall / Lavaca & 2nd","Barton Springs @ Kinney Ave","14.0"
"Weekender","176.0","8/1/2015","12:12:00","Rainey @ River St","Trinity & 6th Street","19.0"
"Walk Up","544.0","8/1/2015","12:12:00","Guadalupe & 21st","Convention Center / 4th St. @ MetroRail","231.0"
