"Membership Type","Bike","Checkout Date","Checkout Time","Checkout Kiosk","Return Kiosk","Duration (Minutes)"
"24-Hour Kiosk (Austin B-cycle)","219.0","6/1/2014","11:12:00","Barton Springs Pool","2nd & Congress","136.0"
"24-Hour Kiosk (Austin B-cycle)","86.0","6/1/2014","11:12:00","West & 6th St.","2nd & Congress","11.0"
"Annual Membership (Austin B-cycle)","416.0","6/1/2014","11:12:00","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","1.0"
"24-Hour Kiosk (Austin B-cycle)","29.0","6/1/2014","11:12:00","Convention Center / 4th St. @ MetroRail","South Congress & Academy","14.0"
"24-Hour Kiosk (Austin B-cycle)","993.0","6/1/2014","11:12:00","Convention Center / 4th St. @ MetroRail","South Congress & Academy","12.0"
"24-Hour Kiosk (Austin B-cycle)","321.0","6/1/2014","11:12:00","Convention Center / 4th St. @ MetroRail","South Congress & Academy","11.0"
"24-Hour Kiosk (Austin B-cycle)","190.0","6/1/2014","11:12:00","2nd & Congress","South Congress & James","12.0"
"24-Hour Kiosk (Austin B-cycle)","236.0","6/1/2014","11:12:00","Red River & 8th Street","Republic Square @ Guadalupe & 4th St.","7.0"
"24-Hour Kiosk (Austin B-cycle)","287.0","6/1/2014","11:12:00","State Capitol @ 14th & Colorado","UT West Mall @ Guadalupe","25.0"
"24-Hour Kiosk (Austin B-cycle)","529.0","6/1/2014","11:12:00","State Capitol @ 14th & Colorado","UT West Mall @ Guadalupe","24.0"
"24-Hour Kiosk (Austin B-cycle)","24.0","6/1/2014","11:12:00","South Congress & Academy","South Congress & Elizabeth","10.0"
"24-Hour Kiosk (Austin B-cycle)","575.0","6/1/2014","11:12:00","Riverside @ S. Lamar","Long Center @ South 1st & Riverside","17.0"
"24-Hour Kiosk (Austin B-cycle)","20.0","6/1/2014","11:12:00","Long Center @ South 1st & Riverside","Riverside @ S. Lamar","3.0"
"24-Hour Kiosk (Austin B-cycle)","936.0","6/1/2014","11:12:00","Riverside @ S. Lamar","Long Center @ South 1st & Riverside","16.0"
"24-Hour Kiosk (Austin B-cycle)","412.0","6/1/2014","11:12:00","Riverside @ S. Lamar","South Congress & Academy","56.0"
"24-Hour Kiosk (Austin B-cycle)","523.0","6/1/2014","11:12:00","5th & Bowie","South Congress & Elizabeth","14.0"
"24-Hour Kiosk (Austin B-cycle)","399.0","6/1/2014","11:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","11.0"
"24-Hour Kiosk (Austin B-cycle)","14.0","6/1/2014","11:12:00","5th & Bowie","South Congress & Elizabeth","13.0"
"24-Hour Kiosk (Austin B-cycle)","398.0","6/1/2014","11:12:00","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","65.0"
"24-Hour Kiosk (Austin B-cycle)","878.0","6/1/2014","12:12:00","2nd & Congress","South Congress & Academy","8.0"
"24-Hour Kiosk (Austin B-cycle)","36.0","6/1/2014","12:12:00","Long Center @ South 1st & Riverside","4th & Congress","13.0"
"24-Hour Kiosk (Austin B-cycle)","329.0","6/1/2014","12:12:00","Long Center @ South 1st & Riverside","4th & Congress","13.0"
"Annual Membership (Austin B-cycle)","560.0","6/1/2014","12:12:00","West & 6th St.","East 11th Street at Victory Grill","13.0"
"24-Hour Kiosk (Austin B-cycle)","198.0","6/1/2014","12:12:00","Capitol Station / Congress & 11th","South Congress & Academy","174.0"
"24-Hour Kiosk (Austin B-cycle)","89.0","6/1/2014","12:12:00","South Congress & Elizabeth","Palmer Auditorium","11.0"
"24-Hour Kiosk (Austin B-cycle)","558.0","6/1/2014","12:12:00","South Congress & Elizabeth","Palmer Auditorium","11.0"
"24-Hour Kiosk (Austin B-cycle)","226.0","6/1/2014","12:12:00","Capitol Station / Congress & 11th","South Congress & Academy","174.0"
"24-Hour Kiosk (Austin B-cycle)","663.0","6/1/2014","12:12:00","Trinity & 6th Street","South Congress & James","16.0"
"24-Hour Kiosk (Austin B-cycle)","370.0","6/1/2014","12:12:00","Trinity & 6th Street","South Congress & James","13.0"
"24-Hour Kiosk (Austin B-cycle)","553.0","6/1/2014","12:12:00","5th & Bowie","Barton Springs & Riverside","31.0"
"24-Hour Kiosk (Austin B-cycle)","110.0","6/1/2014","12:12:00","5th & Bowie","Barton Springs & Riverside","30.0"
"24-Hour Kiosk (Austin B-cycle)","89.0","6/1/2014","12:12:00","Palmer Auditorium","Riverside @ S. Lamar","10.0"
"24-Hour Kiosk (Austin B-cycle)","558.0","6/1/2014","12:12:00","Palmer Auditorium","Riverside @ S. Lamar","10.0"
"24-Hour Kiosk (Austin B-cycle)","102.0","6/1/2014","12:12:00","4th & Congress","Riverside @ S. Lamar","16.0"
"24-Hour Kiosk (Austin B-cycle)","181.0","6/1/2014","12:12:00","4th & Congress","Riverside @ S. Lamar","16.0"
"24-Hour Kiosk (Austin B-cycle)","400.0","6/1/2014","12:12:00","UT West Mall @ Guadalupe","State Capitol @ 14th & Colorado","10.0"
"24-Hour Kiosk (Austin B-cycle)","479.0","6/1/2014","12:12:00","4th & Congress","Riverside @ S. Lamar","15.0"
"24-Hour Kiosk (Austin B-cycle)","593.0","6/1/2014","12:12:00","UT West Mall @ Guadalupe","State Capitol @ 14th & Colorado","8.0"
"24-Hour Kiosk (Austin B-cycle)","254.0","6/1/2014","12:12:00","5th & Bowie","UT West Mall @ Guadalupe","22.0"
"24-Hour Kiosk (Austin B-cycle)","759.0","6/1/2014","12:12:00","Pfluger Bridge @ W 2nd Street","City Hall / Lavaca & 2nd","17.0"
"24-Hour Kiosk (Austin B-cycle)","416.0","6/1/2014","12:12:00","Pfluger Bridge @ W 2nd Street","City Hall / Lavaca & 2nd","16.0"
"24-Hour Kiosk (Austin B-cycle)","190.0","6/1/2014","12:12:00","2nd & Congress","5th & Bowie","12.0"
"24-Hour Kiosk (Austin B-cycle)","937.0","6/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Bullock Museum @ Congress & MLK","19.0"
"24-Hour Kiosk (Austin B-cycle)","947.0","6/1/2014","12:12:00","2nd & Congress","5th & Bowie","11.0"
"24-Hour Kiosk (Austin B-cycle)","432.0","6/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Bullock Museum @ Congress & MLK","18.0"
"24-Hour Kiosk (Austin B-cycle)","193.0","6/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Bullock Museum @ Congress & MLK","17.0"
"24-Hour Kiosk (Austin B-cycle)","220.0","6/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Bullock Museum @ Congress & MLK","16.0"
"24-Hour Kiosk (Austin B-cycle)","321.0","6/1/2014","12:12:00","South Congress & Academy","2nd & Congress","8.0"
"24-Hour Kiosk (Austin B-cycle)","176.0","6/1/2014","12:12:00","Pfluger Bridge @ W 2nd Street","Zilker Park at Barton Springs & William Barton Drive","18.0"
"24-Hour Kiosk (Austin B-cycle)","230.0","6/1/2014","12:12:00","Pfluger Bridge @ W 2nd Street","Zilker Park at Barton Springs & William Barton Drive","17.0"
"24-Hour Kiosk (Austin B-cycle)","746.0","6/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","29.0"
"24-Hour Kiosk (Austin B-cycle)","54.0","6/1/2014","12:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","155.0"
"24-Hour Kiosk (Austin B-cycle)","16.0","6/1/2014","12:12:00","Barton Springs & Riverside","Barton Springs & Riverside","24.0"
"24-Hour Kiosk (Austin B-cycle)","991.0","6/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Convention Center / 4th St. @ MetroRail","121.0"
"24-Hour Kiosk (Austin B-cycle)","191.0","6/1/2014","12:12:00","Convention Center / 4th St. @ MetroRail","Convention Center / 4th St. @ MetroRail","121.0"
"24-Hour Kiosk (Austin B-cycle)","800.0","6/1/2014","12:12:00","8th & Congress","8th & Congress","36.0"
"24-Hour Kiosk (Austin B-cycle)","110.0","6/1/2014","12:12:00","Barton Springs & Riverside","5th & Bowie","26.0"
"24-Hour Kiosk (Austin B-cycle)","893.0","6/1/2014","12:12:00","Barton Springs & Riverside","5th & Bowie","25.0"
"24-Hour Kiosk (Austin B-cycle)","228.0","6/1/2014","12:12:00","Trinity & 6th Street","Bullock Museum @ Congress & MLK","16.0"
"24-Hour Kiosk (Austin B-cycle)","425.0","6/1/2014","12:12:00","Trinity & 6th Street","Bullock Museum @ Congress & MLK","16.0"
"24-Hour Kiosk (Austin B-cycle)","164.0","6/1/2014","12:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","9.0"
"24-Hour Kiosk (Austin B-cycle)","320.0","6/1/2014","12:12:00","Riverside @ S. Lamar","Zilker Park at Barton Springs & William Barton Drive","7.0"
"24-Hour Kiosk (Austin B-cycle)","97.0","6/1/2014","12:12:00","8th & Congress","4th & Congress","18.0"
"24-Hour Kiosk (Austin B-cycle)","114.0","6/1/2014","12:12:00","8th & Congress","4th & Congress","17.0"
"Annual Membership (Austin B-cycle)","190.0","6/1/2014","13:12:00","5th & Bowie","City Hall / Lavaca & 2nd","5.0"
"24-Hour Kiosk (Austin B-cycle)","958.0","6/1/2014","13:12:00","West & 6th St.","Palmer Auditorium","28.0"
"24-Hour Kiosk (Austin B-cycle)","660.0","6/1/2014","13:12:00","West & 6th St.","Palmer Auditorium","27.0"
"24-Hour Kiosk (Austin B-cycle)","957.0","6/1/2014","13:12:00","West & 6th St.","Palmer Auditorium","26.0"
"24-Hour Kiosk (Austin B-cycle)","399.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Long Center @ South 1st & Riverside","42.0"
"24-Hour Kiosk (Austin B-cycle)","275.0","6/1/2014","13:12:00","Barton Springs Pool","Trinity & 6th Street","113.0"
"24-Hour Kiosk (Austin B-cycle)","411.0","6/1/2014","13:12:00","Barton Springs Pool","Trinity & 6th Street","44.0"
"24-Hour Kiosk (Austin B-cycle)","301.0","6/1/2014","13:12:00","Barton Springs Pool","5th & Bowie","19.0"
"24-Hour Kiosk (Austin B-cycle)","321.0","6/1/2014","13:12:00","2nd & Congress","Capitol Station / Congress & 11th","7.0"
"24-Hour Kiosk (Austin B-cycle)","461.0","6/1/2014","13:12:00","East 11th St. & San Marcos","Riverside @ S. Lamar","42.0"
"24-Hour Kiosk (Austin B-cycle)","902.0","6/1/2014","13:12:00","East 11th St. & San Marcos","Riverside @ S. Lamar","40.0"
"24-Hour Kiosk (Austin B-cycle)","956.0","6/1/2014","13:12:00","City Hall / Lavaca & 2nd","San Jacinto & 8th Street","11.0"
"24-Hour Kiosk (Austin B-cycle)","176.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Palmer Auditorium","17.0"
"24-Hour Kiosk (Austin B-cycle)","303.0","6/1/2014","13:12:00","City Hall / Lavaca & 2nd","San Jacinto & 8th Street","8.0"
"24-Hour Kiosk (Austin B-cycle)","647.0","6/1/2014","13:12:00","City Hall / Lavaca & 2nd","Capitol Station / Congress & 11th","12.0"
"24-Hour Kiosk (Austin B-cycle)","453.0","6/1/2014","13:12:00","City Hall / Lavaca & 2nd","Capitol Station / Congress & 11th","12.0"
"24-Hour Kiosk (Austin B-cycle)","746.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Palmer Auditorium","16.0"
"24-Hour Kiosk (Austin B-cycle)","660.0","6/1/2014","13:12:00","Palmer Auditorium","Davis at Rainey Street","18.0"
"24-Hour Kiosk (Austin B-cycle)","273.0","6/1/2014","13:12:00","Palmer Auditorium","Davis at Rainey Street","18.0"
"24-Hour Kiosk (Austin B-cycle)","958.0","6/1/2014","13:12:00","Palmer Auditorium","Davis at Rainey Street","18.0"
"24-Hour Kiosk (Austin B-cycle)","473.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","21.0"
"24-Hour Kiosk (Austin B-cycle)","298.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Zilker Park at Barton Springs & William Barton Drive","20.0"
"24-Hour Kiosk (Austin B-cycle)","22.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Riverside @ S. Lamar","10.0"
"24-Hour Kiosk (Austin B-cycle)","164.0","6/1/2014","13:12:00","Zilker Park at Barton Springs & William Barton Drive","Riverside @ S. Lamar","10.0"
"24-Hour Kiosk (Austin B-cycle)","157.0","6/1/2014","13:12:00","6th & Navasota St.","Davis at Rainey Street","24.0"
"24-Hour Kiosk (Austin B-cycle)","272.0","6/1/2014","13:12:00","6th & Navasota St.","6th & Navasota St.","1.0"
"24-Hour Kiosk (Austin B-cycle)","922.0","6/1/2014","13:12:00","6th & Navasota St.","Davis at Rainey Street","23.0"
"24-Hour Kiosk (Austin B-cycle)","545.0","6/1/2014","13:12:00","South Congress & Elizabeth","Zilker Park at Barton Springs & William Barton Drive","27.0"
"24-Hour Kiosk (Austin B-cycle)","517.0","6/1/2014","13:12:00","South Congress & Elizabeth","Zilker Park at Barton Springs & William Barton Drive","27.0"
"24-Hour Kiosk (Austin B-cycle)","272.0","6/1/2014","13:12:00","6th & Navasota St.","Davis at Rainey Street","22.0"
"24-Hour Kiosk (Austin B-cycle)","523.0","6/1/2014","13:12:00","South Congress & Elizabeth","Zilker Park at Barton Springs & William Barton Drive","26.0"
"24-Hour Kiosk (Austin B-cycle)","956.0","6/1/2014","13:12:00","San Jacinto & 8th Street","8th & Congress","166.0"
"24-Hour Kiosk (Austin B-cycle)","398.0","6/1/2014","13:12:00","Capitol Station / Congress & 11th","Davis at Rainey Street","15.0"
"24-Hour Kiosk (Austin B-cycle)","529.0","6/1/2014","13:12:00","UT West Mall @ Guadalupe","Long Center @ South 1st & Riverside","19.0"
"24-Hour Kiosk (Austin B-cycle)","14.0","6/1/2014","13:12:00","South Congress & Elizabeth","Zilker Park at Barton Springs & William Barton Drive","24.0"
"24-Hour Kiosk (Austin B-cycle)","311.0","6/1/2014","13:12:00","Capitol Station / Congress & 11th","Davis at Rainey Street","13.0"
"24-Hour Kiosk (Austin B-cycle)","287.0","6/1/2014","13:12:00","UT West Mall @ Guadalupe","Long Center @ South 1st & Riverside","18.0"
"24-Hour Kiosk (Austin B-cycle)","999.0","6/1/2014","13:12:00","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","0.0"
"24-Hour Kiosk (Austin B-cycle)","254.0","6/1/2014","13:12:00","UT West Mall @ Guadalupe","Long Center @ South 1st & Riverside","17.0"
