"Membership Type","Bike","Checkout Date","Checkout Time","Checkout Kiosk","Return Kiosk","Duration (Minutes)"
"Walk Up","934.0","10/1/2015","18:12:41","Riverside @ S. Lamar","8th & Congress","83.0"
"Walk Up","934.0","10/1/2015","17:12:21","Guadalupe & 21st","Riverside @ S. Lamar","23.0"
"Walk Up","578.0","10/1/2015","17:12:45","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","1.0"
"Walk Up","578.0","10/1/2015","17:12:00","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","18.0"
"Walk Up","472.0","10/1/2015","17:12:26","Trinity & 6th Street","UT West Mall @ Guadalupe","44.0"
"Walk Up","19.0","10/1/2015","18:12:33","Barton Springs & Riverside","South Congress & Elizabeth","13.0"
"Walk Up","465.0","10/1/2015","20:12:18","South Congress & Academy","Convention Center / 4th St. @ MetroRail","12.0"
"Walk Up","578.0","10/1/2015","18:12:12","Capitol Station / Congress & 11th","Barton Springs @ Kinney Ave","50.0"
"Walk Up","116.0","10/1/2015","20:12:39","2nd & Congress","8th & Congress","20.0"
"Walk Up","513.0","10/1/2015","18:12:18","Riverside @ S. Lamar","2nd & Congress","26.0"
"Walk Up","29.0","10/1/2015","18:12:30","Davis at Rainey Street","Rainey St @ Cummings","26.0"
"Walk Up","285.0","10/1/2015","18:12:43","5th & San Marcos","5th & San Marcos","85.0"
"Walk Up","855.0","10/1/2015","23:12:04","Davis at Rainey Street","Trinity & 6th Street","40.0"
"Walk Up","549.0","10/1/2015","19:12:36","5th & Bowie","Zilker Park","19.0"
"Walk Up","919.0","10/1/2015","19:12:41","Capital Metro HQ - East 5th at Broadway","4th & Congress","28.0"
"Walk Up","955.0","10/1/2015","20:12:32","Davis at Rainey Street","Zilker Park","40.0"
"Walk Up","113.0","10/1/2015","21:12:55","South Congress & James","South Congress & James","66.0"
"Weekender","445.0","10/1/2015","00:12:13","Barton Springs @ Kinney Ave","Barton Springs & Riverside","6.0"
"Walk Up","299.0","10/1/2015","00:12:14","4th & Congress","Barton Springs & Riverside","8.0"
"Walk Up","219.0","10/1/2015","04:12:33","City Hall / Lavaca & 2nd","Pfluger Bridge @ W 2nd Street","6.0"
"Walk Up","956.0","10/1/2015","10:12:17","Palmer Auditorium","Palmer Auditorium","86.0"
"Walk Up","843.0","10/1/2015","10:12:25","4th & Congress","Capitol Station / Congress & 11th","7.0"
"Walk Up","341.0","10/1/2015","11:12:20","South Congress & Academy","Capitol Station / Congress & 11th","21.0"
"Walk Up","421.0","10/1/2015","11:12:09","East 2nd & Pedernales","5th & Bowie","38.0"
"Walk Up","884.0","10/1/2015","12:12:58","City Hall / Lavaca & 2nd","Long Center @ South 1st & Riverside","6.0"
"RideScout Single Ride","465.0","10/1/2015","12:12:52","Trinity & 6th Street","Trinity & 6th Street","1.0"
"Walk Up","854.0","10/1/2015","12:12:53","Nueces @ 3rd","2nd & Congress","54.0"
"Walk Up","509.0","10/1/2015","13:12:18","Zilker Park","Barton Springs @ Kinney Ave","15.0"
"Walk Up","106.0","10/1/2015","13:12:59","Pfluger Bridge @ W 2nd Street","5th & Bowie","16.0"
"Walk Up","558.0","10/1/2015","13:12:36","Riverside @ S. Lamar","Riverside @ S. Lamar","85.0"
"Walk Up","386.0","10/1/2015","13:12:39","South Congress & Academy","South Congress & Academy","1.0"
"Weekender","875.0","10/1/2015","14:12:52","Capitol Station / Congress & 11th","East 11th St. & San Marcos","9.0"
"Weekender","228.0","10/1/2015","14:12:09","Capitol Station / Congress & 11th","East 11th St. & San Marcos","8.0"
"Walk Up","371.0","10/1/2015","14:12:16","South Congress & Academy","Riverside @ S. Lamar","18.0"
"Walk Up","116.0","10/1/2015","14:12:40","South Congress & Academy","Riverside @ S. Lamar","18.0"
"Walk Up","523.0","10/1/2015","14:12:28","Barton Springs @ Kinney Ave","Barton Springs Pool","11.0"
"Weekender","311.0","10/1/2015","14:12:40","Zilker Park West","8th & Congress","17.0"
"Walk Up","124.0","10/1/2015","14:12:37","Zilker Park","Zilker Park","0.0"
"Walk Up","976.0","10/1/2015","15:12:05","5th & Bowie","Rainey St @ Cummings","11.0"
"Weekender","460.0","10/1/2015","16:12:13","City Hall / Lavaca & 2nd","Riverside @ S. Lamar","13.0"
"Walk Up","46.0","10/1/2015","16:12:14","Zilker Park","South Congress & Academy","30.0"
"Walk Up","850.0","10/1/2015","16:12:29","2nd & Congress","Convention Center / 4th St. @ MetroRail","133.0"
"Weekender","772.0","10/1/2015","17:12:13","4th & Congress","Barton Springs & Riverside","7.0"
"Walk Up","957.0","10/1/2015","18:12:51","West & 6th St.","Capital Metro HQ - East 5th at Broadway","25.0"
"Walk Up","805.0","10/1/2015","18:12:55","Davis at Rainey Street","Rainey St @ Cummings","26.0"
"Walk Up","223.0","10/1/2015","19:12:02","San Jacinto & 8th Street","South Congress & Academy","75.0"
"Walk Up","460.0","10/1/2015","19:12:32","Rainey St @ Cummings","Pfluger Bridge @ W 2nd Street","5.0"
"Walk Up","571.0","10/1/2015","19:12:35","Barton Springs @ Kinney Ave","South Congress & James","19.0"
"Walk Up","957.0","10/1/2015","19:12:05","Rainey St @ Cummings","West & 6th St.","14.0"
"Walk Up","544.0","10/1/2015","19:12:23","Capital Metro HQ - East 5th at Broadway","4th & Congress","27.0"
"Walk Up","805.0","10/1/2015","19:12:11","Palmer Auditorium","Palmer Auditorium","126.0"
"Walk Up","248.0","10/1/2015","20:12:02","Davis at Rainey Street","Davis at Rainey Street","43.0"
"Walk Up","347.0","10/1/2015","22:12:18","East 11th St. & San Marcos","East 11th St. & San Marcos","34.0"
"Walk Up","863.0","10/1/2015","22:12:02","South Congress & Elizabeth","Barton Springs & Riverside","7.0"
"Walk Up","853.0","10/1/2015","22:12:08","East 11th St. & San Marcos","Red River & 8th Street","5.0"
"Walk Up","248.0","10/1/2015","23:12:57","Davis at Rainey Street","Trinity & 6th Street","37.0"
"Weekender","202.0","10/1/2015","08:12:20","East 11th St. at Victory Grill","Waller & 6th St.","11.0"
"Walk Up","479.0","10/1/2015","09:12:42","Barton Springs & Riverside","8th & Congress","16.0"
"Weekender","20.0","10/1/2015","11:12:51","Red River & 8th Street","Trinity & 6th Street","17.0"
"Walk Up","442.0","10/1/2015","11:12:13","South Congress & Elizabeth","South Congress & Elizabeth","100.0"
"Walk Up","461.0","10/1/2015","12:12:46","Barton Springs & Riverside","Riverside @ S. Lamar","19.0"
"Walk Up","852.0","10/1/2015","12:12:15","UT West Mall @ Guadalupe","South Congress & James","26.0"
"Walk Up","460.0","10/1/2015","13:12:01","2nd & Congress","Rainey St @ Cummings","32.0"
"Walk Up","213.0","10/1/2015","13:12:55","Pfluger Bridge @ W 2nd Street","Pfluger Bridge @ W 2nd Street","39.0"
"Walk Up","16.0","10/1/2015","13:12:44","5th & Bowie","Barton Springs Pool","83.0"
"Walk Up","182.0","10/1/2015","14:12:47","Long Center @ South 1st & Riverside","State Capitol Visitors Garage @ San Jacinto & 12th","60.0"
"Walk Up","25.0","10/1/2015","14:12:36","Long Center @ South 1st & Riverside","State Capitol Visitors Garage @ San Jacinto & 12th","59.0"
"Walk Up","78.0","10/1/2015","14:12:57","Riverside @ S. Lamar","Barton Springs Pool","28.0"
"Explorer","303.0","10/1/2015","14:12:00","Capitol Station / Congress & 11th","Guadalupe & 21st","26.0"
"Walk Up","509.0","10/1/2015","14:12:46","Barton Springs @ Kinney Ave","Barton Springs Pool","10.0"
"Walk Up","937.0","10/1/2015","16:12:31","Palmer Auditorium","Palmer Auditorium","25.0"
"Walk Up","2459.0","10/1/2015","16:12:16","8th & Congress","Lavaca & 6th","0.0"
"Walk Up","735.0","10/1/2015","16:12:20","Zilker Park","South Congress & Academy","32.0"
"Walk Up","60.0","10/1/2015","16:12:33","Barton Springs @ Kinney Ave","Barton Springs @ Kinney Ave","42.0"
"Weekender","460.0","10/1/2015","16:12:31","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","5.0"
"Walk Up","870.0","10/1/2015","17:12:04","Zilker Park","South Congress & James","145.0"
"Walk Up","223.0","10/1/2015","17:12:51","Bullock Museum @ Congress & MLK","San Jacinto & 8th Street","28.0"
"Walk Up","220.0","10/1/2015","18:12:04","South Congress & James","2nd & Congress","8.0"
"Walk Up","414.0","10/1/2015","19:12:17","West & 6th St.","State Capitol @ 14th & Colorado","7.0"
"Walk Up","513.0","10/1/2015","19:12:36","2nd & Congress","2nd & Congress","71.0"
"Walk Up","588.0","10/1/2015","19:12:28","Palmer Auditorium","Davis at Rainey Street","66.0"
"Weekender","856.0","10/1/2015","19:12:50","Zilker Park","Barton Springs Pool","16.0"
"Walk Up","911.0","10/1/2015","19:12:21","Rainey St @ Cummings","Palmer Auditorium","13.0"
"Walk Up","460.0","10/1/2015","19:12:45","Pfluger Bridge @ W 2nd Street","Nueces @ 3rd","5.0"
"Walk Up","852.0","10/1/2015","19:12:39","Davis at Rainey Street","Lavaca & 6th","0.0"
"Walk Up","384.0","10/1/2015","20:12:08","Rainey St @ Cummings","Rainey St @ Cummings","58.0"
"Walk Up","207.0","10/1/2015","21:12:36","Trinity & 6th Street","Capitol Station / Congress & 11th","7.0"
"Weekender","347.0","10/1/2015","22:12:45","East 11th St. & San Marcos","Red River & 8th Street","6.0"
"Weekender","153.0","10/1/2015","23:12:33","Rainey @ River St","Barton Springs & Riverside","15.0"
"Walk Up","133.0","10/1/2015","10:12:17","Rainey St @ Cummings","Convention Center / 4th St. @ MetroRail","11.0"
"RideScout Single Ride","930.0","10/1/2015","10:12:37","4th & Congress","4th & Congress","1.0"
"Walk Up","856.0","10/1/2015","10:12:49","Capitol Station / Congress & 11th","Barton Springs & Riverside","10.0"
"Walk Up","442.0","10/1/2015","10:12:09","Nueces @ 3rd","South Congress & Elizabeth","14.0"
"Walk Up","439.0","10/1/2015","10:12:44","Red River & 8th Street","Trinity & 6th Street","27.0"
"Walk Up","262.0","10/1/2015","11:12:40","Barton Springs & Riverside","Zilker Park","9.0"
"Walk Up","962.0","10/1/2015","11:12:42","Capitol Station / Congress & 11th","Guadalupe & 21st","19.0"
"Walk Up","465.0","10/1/2015","13:12:25","Trinity & 6th Street","South Congress & Elizabeth","30.0"
"Walk Up","385.0","10/1/2015","13:12:18","Riverside @ S. Lamar","Riverside @ S. Lamar","84.0"
"Walk Up","460.0","10/1/2015","13:12:50","Rainey St @ Cummings","Rainey St @ Cummings","0.0"
"Explorer","829.0","10/1/2015","13:12:45","Rainey St @ Cummings","City Hall / Lavaca & 2nd","11.0"
"Weekender","311.0","10/1/2015","13:12:53","San Jacinto & 8th Street","Zilker Park West","20.0"
"Walk Up","461.0","10/1/2015","13:12:38","5th & Bowie","Barton Springs Pool","83.0"
"Walk Up","28.0","10/1/2015","14:12:15","Long Center @ South 1st & Riverside","State Capitol Visitors Garage @ San Jacinto & 12th","59.0"
"Walk Up","979.0","10/1/2015","14:12:40","Riverside @ S. Lamar","Barton Springs Pool","28.0"
"Explorer","472.0","10/1/2015","15:12:27","Capitol Station / Congress & 11th","Trinity & 6th Street","16.0"
"Walk Up","420.0","10/1/2015","15:12:39","City Hall / Lavaca & 2nd","State Capitol @ 14th & Colorado","33.0"
"RideScout Single Ride","869.0","10/1/2015","16:12:38","Barton Springs & Riverside","Barton Springs & Riverside","0.0"
"Walk Up","396.0","10/1/2015","17:12:27","Zilker Park West","South Congress & James","17.0"
"Walk Up","275.0","10/1/2015","17:12:31","5th & San Marcos","Waller & 6th St.","195.0"
"Walk Up","19.0","10/1/2015","18:12:00","South Congress & Elizabeth","Barton Springs & Riverside","4.0"
"Explorer","371.0","10/1/2015","18:12:24","Republic Square @ Guadalupe & 4th St.","Capitol Station / Congress & 11th","25.0"
"Explorer","610.0","10/1/2015","18:12:40","Trinity & 6th Street","Rainey St @ Cummings","20.0"
"Walk Up","116.0","10/1/2015","19:12:13","2nd & Congress","2nd & Congress","71.0"
"Weekender","382.0","10/1/2015","19:12:44","Barton Springs & Riverside","Barton Springs @ Kinney Ave","24.0"
"Walk Up","453.0","10/1/2015","19:12:04","Davis at Rainey Street","Lavaca & 6th","0.0"
"Weekender","382.0","10/1/2015","19:12:08","Barton Springs @ Kinney Ave","Palmer Auditorium","28.0"
"Walk Up","484.0","10/1/2015","19:12:49","Davis at Rainey Street","Zilker Park West","44.0"
"Walk Up","484.0","10/1/2015","21:12:21","Zilker Park West","2nd & Congress","16.0"
"Weekender","276.0","10/1/2015","23:12:13","Rainey @ River St","Barton Springs & Riverside","15.0"
"Walk Up","749.0","10/1/2015","00:12:34","4th & Congress","Barton Springs & Riverside","8.0"
"Walk Up","299.0","10/1/2015","01:12:47","Barton Springs & Riverside","Long Center @ South 1st & Riverside","15.0"
"Walk Up","856.0","10/1/2015","10:12:42","8th & Congress","Capitol Station / Congress & 11th","29.0"
"RideScout Single Ride","465.0","10/1/2015","10:12:14","Trinity & 6th Street","Trinity & 6th Street","0.0"
"Walk Up","49.0","10/1/2015","10:12:29","Palmer Auditorium","Palmer Auditorium","88.0"
"Walk Up","856.0","10/1/2015","11:12:48","Barton Springs & Riverside","Zilker Park","10.0"
"Walk Up","329.0","10/1/2015","11:12:43","South Congress & Academy","2nd & Congress","14.0"
"Walk Up","161.0","10/1/2015","12:12:46","State Capitol Visitors Garage @ San Jacinto & 12th","2nd & Congress","18.0"
"Walk Up","440.0","10/1/2015","12:12:16","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","35.0"
"Walk Up","461.0","10/1/2015","12:12:29","Riverside @ S. Lamar","Pfluger Bridge @ W 2nd Street","35.0"
"Walk Up","843.0","10/1/2015","12:12:42","West & 6th St.","4th & Congress","8.0"
"Weekender","936.0","10/1/2015","12:12:19","2nd & Congress","Rainey St @ Cummings","6.0"
"Walk Up","453.0","10/1/2015","12:12:35","UT West Mall @ Guadalupe","South Congress & James","27.0"
"Walk Up","461.0","10/1/2015","13:12:38","Pfluger Bridge @ W 2nd Street","5th & Bowie","16.0"
"Weekender","107.0","10/1/2015","13:12:11","Barton Springs & Riverside","Capitol Station / Congress & 11th","11.0"
"Walk Up","484.0","10/1/2015","14:12:54","2nd & Congress","South Congress & James","10.0"
"Walk Up","545.0","10/1/2015","15:12:22","Zilker Park","Pfluger Bridge @ W 2nd Street","22.0"
"Walk Up","894.0","10/1/2015","15:12:25","Barton Springs @ Kinney Ave","Convention Center / 4th St. @ MetroRail","23.0"
"Explorer","169.0","10/1/2015","15:12:52","Capitol Station / Congress & 11th","Trinity & 6th Street","16.0"
"Weekender","854.0","10/1/2015","16:12:17","11th & San Jacinto","Nueces @ 3rd","20.0"
"Walk Up","117.0","10/1/2015","16:12:12","San Jacinto & 8th Street","San Jacinto & 8th Street","72.0"
"Weekender","749.0","10/1/2015","16:12:07","Convention Center / 3rd & Trinity","Davis at Rainey Street","5.0"
"Walk Up","270.0","10/1/2015","17:12:01","East 2nd & Pedernales","Convention Center / 3rd & Trinity","212.0"
"Walk Up","116.0","10/1/2015","18:12:31","Riverside @ S. Lamar","2nd & Congress","26.0"
"Walk Up","472.0","10/1/2015","18:12:26","UT West Mall @ Guadalupe","Republic Square @ Guadalupe & 4th St.","98.0"
"Walk Up","387.0","10/1/2015","19:12:35","Rainey St @ Cummings","Palmer Auditorium","17.0"
"Walk Up","158.0","10/1/2015","19:12:48","Davis at Rainey Street","South Congress & Elizabeth","24.0"
"Weekender","775.0","10/1/2015","19:12:04","Barton Springs Pool","Red River & 8th Street","45.0"
"Walk Up","664.0","10/1/2015","19:12:12","Barton Springs & Riverside","Barton Springs & Riverside","31.0"
"Weekender","382.0","10/1/2015","19:12:58","Palmer Auditorium","Barton Springs & Riverside","12.0"
"Walk Up","955.0","10/1/2015","19:12:59","Davis at Rainey Street","Davis at Rainey Street","1.0"
"Walk Up","513.0","10/1/2015","20:12:55","2nd & Congress","8th & Congress","20.0"
"Walk Up","870.0","10/1/2015","21:12:50","South Congress & James","Rainey St @ Cummings","27.0"
"Walk Up","878.0","10/1/2015","21:12:06","4th & Congress","Capital Metro HQ - East 5th at Broadway","69.0"
"Walk Up","896.0","10/1/2015","21:12:22","4th & Congress","Capital Metro HQ - East 5th at Broadway","69.0"
"Walk Up","283.0","10/1/2015","22:12:11","South Congress & Elizabeth","Barton Springs & Riverside","10.0"
"Walk Up","19.0","10/1/2015","22:12:40","South Congress & Elizabeth","Barton Springs & Riverside","4.0"
"Walk Up","650.0","10/1/2015","22:12:57","East 11th St. & San Marcos","Red River & 8th Street","6.0"
"Walk Up","928.0","10/1/2015","08:12:58","South Congress & Academy","2nd & Congress","5.0"
"Walk Up","544.0","10/1/2015","09:12:48","City Hall / Lavaca & 2nd","City Hall / Lavaca & 2nd","87.0"
"Walk Up","588.0","10/1/2015","10:12:27","Palmer Auditorium","Palmer Auditorium","87.0"
"Walk Up","709.0","10/1/2015","11:12:15","8th & Congress","Rainey St @ Cummings","12.0"
"Walk Up","610.0","10/1/2015","11:12:13","Red River & 8th Street","Trinity & 6th Street","15.0"
"Walk Up","503.0","10/1/2015","12:12:24","State Capitol Visitors Garage @ San Jacinto & 12th","State Capitol Visitors Garage @ San Jacinto & 12th","0.0"
"Walk Up","843.0","10/1/2015","12:12:29","Guadalupe & 21st","West & 6th St.","12.0"
"Walk Up","962.0","10/1/2015","12:12:47","Guadalupe & 21st","West & 6th St.","12.0"
"Walk Up","484.0","10/1/2015","12:12:24","2nd & Congress","2nd & Congress","94.0"
"Walk Up","382.0","10/1/2015","12:12:13","Nueces @ 3rd","2nd & Congress","52.0"
"Walk Up","183.0","10/1/2015","13:12:41","Trinity & 6th Street","South Congress & James","32.0"
"Walk Up","161.0","10/1/2015","13:12:35","2nd & Congress","Rainey St @ Cummings","33.0"
"Walk Up","386.0","10/1/2015","14:12:16","South Congress & Academy","4th & Congress","14.0"
"Walk Up","208.0","10/1/2015","14:12:46","Bullock Museum @ Congress & MLK","ACC - West & 12th Street","30.0"
"Walk Up","107.0","10/1/2015","14:12:48","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","73.0"
"Walk Up","735.0","10/1/2015","14:12:13","Barton Springs @ Kinney Ave","Zilker Park","7.0"
"Weekender","559.0","10/1/2015","15:12:18","Barton Springs @ Kinney Ave","Barton Springs & Riverside","21.0"
"Walk Up","260.0","10/1/2015","16:12:13","2nd & Congress","Waller & 6th St.","35.0"
"Walk Up","20.0","10/1/2015","16:12:08","Trinity & 6th Street","Trinity & 6th Street","6.0"
"Weekender","161.0","10/1/2015","16:12:51","City Hall / Lavaca & 2nd","2nd & Congress","5.0"
"Explorer","20.0","10/1/2015","16:12:22","Trinity & 6th Street","Trinity & 6th Street","5.0"
"Weekender","114.0","10/1/2015","17:12:37","Nueces @ 3rd","Republic Square @ Guadalupe & 4th St.","7.0"
"Weekender","113.0","10/1/2015","17:12:48","2nd & Congress","South Congress & James","10.0"
"Walk Up","514.0","10/1/2015","17:12:12","Capitol Station / Congress & 11th","Capitol Station / Congress & 11th","25.0"
"Walk Up","19.0","10/1/2015","18:12:27","South Congress & Elizabeth","Barton Springs & Riverside","6.0"
"Weekender","382.0","10/1/2015","18:12:53","South Congress & James","Barton Springs & Riverside","9.0"
"Explorer","371.0","10/1/2015","18:12:57","Long Center @ South 1st & Riverside","Republic Square @ Guadalupe & 4th St.","18.0"
"Weekender","896.0","10/1/2015","18:12:36","South Congress & Elizabeth","2nd & Congress","84.0"
"Explorer","20.0","10/1/2015","18:12:01","Trinity & 6th Street","Rainey St @ Cummings","19.0"
"Walk Up","529.0","10/1/2015","18:12:37","5th & San Marcos","5th & San Marcos","84.0"
"Walk Up","805.0","10/1/2015","19:12:55","Rainey St @ Cummings","Palmer Auditorium","15.0"
"Walk Up","509.0","10/1/2015","19:12:42","Barton Springs Pool","Red River & 8th Street","46.0"
"Walk Up","344.0","10/1/2015","19:12:49","Palmer Auditorium","Palmer Auditorium","126.0"
"Walk Up","19.0","10/1/2015","19:12:42","Barton Springs & Riverside","South Congress & Elizabeth","6.0"
"Walk Up","540.0","10/1/2015","20:12:27","Riverside @ S. Lamar","Riverside @ S. Lamar","44.0"
"Walk Up","183.0","10/1/2015","21:12:44","South Congress & James","South Congress & James","65.0"
"Weekender","202.0","10/1/2015","21:12:01","Waller & 6th St.","East 11th St. at Victory Grill","4.0"
"Walk Up","549.0","10/1/2015","21:12:05","Zilker Park","5th & Bowie","13.0"
"Walk Up","749.0","10/1/2015","23:12:11","Davis at Rainey Street","Davis at Rainey Street","0.0"
"Walk Up","262.0","10/1/2015","00:12:34","Davis at Rainey Street","City Hall / Lavaca & 2nd","5.0"
"Walk Up","422.0","10/1/2015","00:12:40","Davis at Rainey Street","Trinity & 6th Street","10.0"
"Walk Up","772.0","10/1/2015","09:12:31","8th & Congress","4th & Congress","2.0"
"RideScout Single Ride","207.0","10/1/2015","09:12:37","Trinity & 6th Street","Trinity & 6th Street","1.0"
"Walk Up","690.0","10/1/2015","10:12:33","Rainey St @ Cummings","Convention Center / 4th St. @ MetroRail","11.0"
"Walk Up","354.0","10/1/2015","11:12:01","8th & Congress","Rainey St @ Cummings","12.0"
"Walk Up","440.0","10/1/2015","12:12:09","Barton Springs & Riverside","Riverside @ S. Lamar","19.0"
"Walk Up","60.0","10/1/2015","12:12:02","West & 6th St.","Barton Springs @ Kinney Ave","51.0"
"Walk Up","893.0","10/1/2015","12:12:53","West & 6th St.","4th & Congress","8.0"
"Walk Up","425.0","10/1/2015","13:12:00","Trinity & 6th Street","South Congress & Elizabeth","31.0"
"Walk Up","523.0","10/1/2015","13:12:23","Zilker Park","Barton Springs @ Kinney Ave","16.0"
"Walk Up","344.0","10/1/2015","13:12:50","Barton Springs @ Kinney Ave","Palmer Auditorium","42.0"
"Walk Up","382.0","10/1/2015","14:12:40","2nd & Congress","South Congress & James","9.0"
"Walk Up","288.0","10/1/2015","14:12:41","Lavaca & 6th","Republic Square @ Guadalupe & 4th St.","32.0"
"Walk Up","407.0","10/1/2015","14:12:47","Lavaca & 6th","Republic Square @ Guadalupe & 4th St.","27.0"
"Weekender","925.0","10/1/2015","14:12:43","East 11th St. at Victory Grill","Barton Springs & Riverside","18.0"
